feature_id,R187,R224,R229,R239,R252,R269,R279,R284,R300,R306,R308,R310,R314,R326,R333,R335,R338,R346,R363,R370,R373,R374,R375,R392,R396,R409,R411,R415,R424,R426,R186,R217,R218,R225,R233,R260,R266,R267,R288,R290,R297,R319,R353,R354,R369,R391,R416,R419,R428
P01876,9548.966667,18913.23333,9374.37,12747.9,8247.46,9302.44,7938.786667,6398.95,NA,7707.79,7772.395,11591.9,11521.87333,7926.84,11763.735,6313.185,6878.435,14170.83333,9373.31,5954.963333,NA,5297.73,12999.83333,3423.56,13062.35,8682.87,NA,9499.636667,9573.286667,13628.16667,11735.86667,22950.36667,24562.36667,12934.56667,4714.16,10048.225,10914.585,12233.885,9526.1,27219.73333,5266.89,9362.18,8662.43,10903.23333,NA,10918.9,3579.19,11176.9,17425.9
P01889,34437.3,49031.3,43688.76667,46864.26667,38155.16667,46947.53333,44338.56667,45165.23333,29967.5,34221.06667,29463.83333,26489.9,39172.96667,28375.46667,44465.5,33104.56667,21712.4,29965.63333,33265.8,31444.9,27432.76667,38121.9,41963.1,36448.36667,11675.24,47113.6,46093.73333,30432.3,32592.1,17132.93333,29945.73333,45096.4,29268.96667,37245.2,34098.6,53146.93333,41950.66667,47518.3,32757.73333,43666.5,37462.63333,31751.8,25725.36667,31112.06667,31558.86667,31315.8,32631.83333,21552.8,38727.93333
P01903,5436.82,4976.54,3945.05,5045.49,3786.9,5810.885,9534.305,5741.05,6425.44,6033.19,5379.726667,4637.09,4578.18,3954.7,5575.59,6289.103333,3670.4,3153.19,5584.156667,8525.02,5495.785,4500.9,5286.96,4163.995,7554.33,7467.01,6157.945,5080.25,5108.455,3993.376667,5250.14,5345.76,4923.58,4413.82,3603.04,7532.525,4380.246667,3729,NA,4499.39,6340.67,7643.543333,5673.666667,4395.55,3714.08,5362.46,4065.345,4471.75,4350.06
P01911,7479.116667,6385.38,3355.47,8360.363333,NA,8076.813333,9152.686667,5652.533333,5240.96,12933.3,10169.8,NA,NA,NA,6272.355,8382.17,7134.58,7642.056667,8236.49,9923.69,6117.226667,7900.246667,7584.22,5535.816667,9286.653333,8220.416667,6239.24,7029.853333,10068.14,6469.186667,7687.433333,7069.48,NA,8609.585,NA,7680.863333,7014.263333,7017.19,4256.11,NA,6824.3,11817.8,8286.673333,5718.495,7376.463333,6793.456667,4566.025,NA,7919.193333
P01920,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.937,364.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,793.9493333,NA,NA,456.338,NA,313.148,886.397,NA,NA,394.701,NA,NA,NA,NA,NA,431.1245,NA,NA,NA,571.786,598.372,267.014,707.287
P02042,10076.1,6648.7,2590.74,5680.95,6742.225,21473.43333,9564.056667,4513.9,6462.035,7927.596667,4299.71,10784.595,6833.96,17968.43333,7291.845,NA,19079.3,10795.41,15300.96667,7794,15353.83333,14820.17333,NA,20349.96667,8315.815,16870.4,13719,14060.76667,6868.59,NA,NA,7056.22,12318.83333,9933.783333,11157.16667,4937.7,13579.96667,4382.5,9823.856667,3559.025,19466.76667,14056.16667,20662.53333,13018.03333,9426.39,11796.33667,5298.63,6982.74,8245.113333
P02462,6602.316667,6772.61,5809.415,5005.635,6334.753333,6397.45,6156.37,6927.155,6355.89,5670.42,7094.01,NA,NA,8726.87,3952.015,9410.29,1694.55,4564.92,7468.22,4041.05,6820.076667,7280.28,5917.14,5439.576667,NA,5679.535,9775.04,4266.24,5669.775,NA,6036.24,7290.816667,NA,6538.35,NA,7759.52,NA,5477.23,2745.19,5300.67,4591.126667,7520.83,5207.225,6846.435,7029.595,8338.5,6221.54,6236.1,5600.04
P02511,28446.03333,9409.776667,13946.66667,17756.03333,12424.83333,22297.56667,20435.73333,19901.33333,18175.73333,22691.1,20614,12384.45,13749.23333,12079.96667,19812.86667,23732.33333,8823.703333,19391.56667,15156.3,15069.43333,18808.13333,26131.2,18040.06667,15274.5,16472.63333,16794.93333,16274.63333,14370.73333,52361.73333,29081.4,18918.63333,15779.76667,26078.76667,17501.16667,10797.83333,28971,9929.75,14694.45333,13980.5,20728.16667,22038.4,12190.86667,14274.73333,13092.1,11352.6,19343.9,12748.5,4378.693333,41061.1
P02533,39799.06667,32959.7,35543.23333,100504.8333,29069.4,24183.43333,24073.46667,20902.53333,20596.2,37916.26667,21712.66667,29112.76667,43639,17684.06667,30400.53333,69321.73333,12939.83333,22515.5,15514.16667,30853.76667,21917.46667,35470.63333,122230,29972.63333,53010.43333,34808.9,27745.66667,31655.5,31594.16667,44571.66667,45701.46667,58746.4,67483.83333,41830.36667,24103.33333,31955.46667,19650.93333,20835.46667,30720.5,201217.6667,45780.4,36076.43333,60191.53333,47070.1,39094.6,36181.43333,43046.53333,37343.16667,34557.16667
P02538,29108.3,33720.03333,28428.96667,64481.6,19175.03333,11354.5,12985.5,12505.2,14695.9,12168.27,9585.94,28772.3,23567.66667,7493.723333,16988.3,70304.26667,8857.036667,13976.4,8745.506667,14517.4,13418.86667,22814.86667,92074.13333,19640.23333,44555.26667,18555.63333,18934.13333,14544.86667,35744,31921.9,23612.06667,35028.6,60737.93333,26178.1,17584.96667,13923.7,12080.06667,13478.03333,12895.26667,305554.6667,27388.3,23226.3,41135.86667,34777.33333,32088.73333,21471.83333,23646.8,23060.23333,19521.06667
P02545,580564.6667,498110.6667,435158.3333,505047.3333,458129.6667,545353.6667,784132.6667,552114,607548.6667,534070.6667,576376.6667,431106.3333,665347,492660.3333,545490.3333,771788,426730.6667,465528.3333,538164.6667,485983.3333,495021,617451.3333,534564.6667,563530.6667,378960.6667,529936.3333,549264.6667,563078,574573,569498.6667,523509.3333,578828,509151,573966.3333,467751.6667,828332,552890,590349.3333,520311.6667,592721.6667,586050.3333,645221.6667,552928,580386.6667,550635.6667,553459,546712.3333,424430,645423.3333
P02647,NA,2968.406667,49611.7,2871.06,2698.78,3218.25,NA,2224.21,NA,2890.24,NA,NA,NA,NA,4916.98,7255.485,4681.94,4177.3,12025.9,NA,4974.086667,NA,4486.193333,4439.033333,3660.855,NA,78059.8,3763.32,NA,6893.956667,NA,6651.93,64967.8,60629.7,3200.085,5150.943333,NA,4034.685,3031.223333,4943.48,2000.395,2030.8,3191.35,4770.203333,1952.27,4588.563333,4701.806667,24173.98667,3186.305
P02649,36997.6,32530.13333,26047.3,18108.5,32280.5,36933.93333,48896.7,22244.1,24276.23333,31379.33333,37238.63333,114252.6667,76735.5,47038.96667,35184.6,38560.13333,66584.76667,41220.2,29505.16667,38235.13333,41516.06667,48448.76667,123748.2,39730.06667,61824.36667,29330.76667,37021.33333,28302.33333,36175.56667,68184.73333,85118.7,60226.9,30859.23333,28422.43333,31548.4,101241.7333,57274.5,124323,37867.06667,31662.33333,82313.33333,72153.2,65625.9,144106,44332.46667,74994.9,54987.06667,27403,75344.5
P02652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P02656,1606.68,1723.55,NA,NA,4224.255,4468.57,4442.215,772.55,2039.11,5149.803333,590.0755,10306.075,5357.78,4387.145,3091.796667,NA,4274.576667,6574.515,5523.036667,8002.193333,4240.993333,2791.023333,8818.176667,1642.22,7916.91,4636.7,4877.8,2659.966667,7245.1,99822.85,2918.475,3973.413333,NA,5223.46,1885.07,16641.39333,2479.16,7632.9,3321.025,3108.455,3541.396667,10531.37,36458.1,9934.98,5453.013333,9654.7,6321.38,2516.1,7627.613333
P02671,1168.345333,2810.59,911.731,5903.306667,3378.923333,4422.253333,4301.665,6693.723333,1323.4605,1598.975,544.039,NA,1463.725,NA,3088.623333,1150.7015,643.222,2017.98,4023.38,1785.3,2274.885,5947.003333,2496.523333,6704.36,NA,3979.48,1633.568,1891.69,4465.116667,6329.85,772.8359,6703.84,1473.005,NA,2596.865,6580.706667,2108.35,747.9,1655.796333,3688.576667,3173.313333,4636.21,8140.515,NA,7599.44,3402.7,2291.756667,NA,3508.716667
P02675,NA,3596.31,NA,5737.005,NA,5199.755,NA,NA,NA,7524.19,NA,12941.2,7593.495,2834.77,5271.18,NA,15981.7,4229.085,3239.2,8179.205,NA,7061.263333,18260.25,7351.666667,12232.91,3434.85,NA,NA,4526.81,3960.35,6090.11,6824.02,5792.08,7725.213333,NA,NA,3132.75,NA,NA,8585.163333,NA,4603.97,11389.6,7571.3,9779.523333,4503.805,2995.31,NA,6315.99
P02679,2605.033333,2761.38,2478.056667,4325.686667,4632.783333,5646.22,1563.1865,9703.763333,1577.494667,2334.333333,NA,631.766,2330.983333,1287.81,4932.256667,2830.366667,5079.05,3746.67,3002.15,502.388,2546.353333,6102.746667,5484.16,6444.143333,NA,3518.943333,2306.76,2477.093333,5891.873333,1664.62,1557.336667,5653.07,2305.526667,1649.053333,1332.867,21067.26667,2307.786667,783.672,1609.88,8692.196667,2717,NA,NA,1326.89,7265.123333,3109.25,2291.89,7448.36,2622.313333
P02686,3974.676667,7633.356667,7151,9051.633333,8185.703333,4938.6,2624.378,5275.633333,4454.53,6294.17,5371.276667,5084.925,5331.44,6532.1,5688.266667,3053.156667,2792.576667,4338.23,7107.636667,8975.833333,4944.75,7982.273333,3682.063333,9686.636667,NA,8203.746667,6955.016667,5539.963333,5198.466667,6081.33,7894.35,6071.653333,8457.22,5813.796667,11312.56667,7068.6,6512.093333,6236.57,7049.873333,6954.453333,6518.773333,4011.11,4686.54,7721.373333,6198.6,6670.223333,5572.76,9537.246667,6987.536667
P02743,4672.99,NA,NA,NA,NA,NA,4862.555,5239.53,NA,NA,NA,NA,NA,4901.6,5830.88,6765.48,NA,3408.425,3394.41,NA,NA,NA,NA,NA,NA,NA,4318.926667,3136.45,3991.21,4313.4,4097.445,3577.41,3794.845,5828.14,NA,7561.666667,3119.276667,6586.86,2727.21,NA,5154.51,4717.175,8274.93,11127.31333,6738.653333,4739.12,5735.93,3713.68,3895.686667
P02748,10235.12,7035.07,4402.17,11151.59667,9116.716667,11955.15,15877.23333,7939.843333,16630.23333,14506.26667,28146.16667,47521.76667,17213.75667,18092.16667,13444.73333,14243.6,15375.16667,17480.86667,3634.803333,12753.38333,16314.9,21184,19204.26667,7109.735,40862.03333,9810.13,9452.003333,10601.33333,13025.42333,21698.4,8196.625,16870.76667,13618.45,8660.526667,7218.446667,20022.63333,20100.83333,24314.66667,3635.565,9662.323333,12473.19667,25789.8,27972.56667,29534.33333,15228.63333,23814.13333,12286.66667,13078.83333,25811.03333
P02749,31186.9,31121.23333,49442.1,33368.26667,17374.13333,24225.5,61373.73333,32854.9,61201.6,55253.3,33053.53333,27496.73333,40509.96667,33599.06667,36193.76667,19595.4,52190.16667,26927.4,42002.06667,44111.36667,27041.43333,38603.33333,14860.03333,68180.13333,71344.8,49570.5,29549.76667,35503.83333,38429.2,79168.5,32252.3,42594.7,36174.06667,18167.16667,64812.53333,28030.3,55213.66667,56869.16667,44549.5,52813.76667,38920.56667,45522.36667,67230.2,51711.83333,40113.5,31801.3,27128.63333,15520.94333,71815.1
P02750,6428.685,3854.3,NA,3590.495,NA,8338.27,13275.96667,NA,8781.166667,2924.64,NA,NA,NA,NA,NA,7466.655,4787.82,4485.74,NA,NA,6374.58,NA,NA,NA,NA,NA,NA,NA,7150.815,NA,4821.61,NA,3856.02,3934.46,NA,6547.05,NA,NA,NA,4661.163333,4900.723333,NA,NA,NA,NA,NA,NA,NA,NA
P02751,1126.091,3776.52,1401.495333,1688.24,8100.083333,1398.257333,1612.306667,1291.975,958.7966667,2343.906667,1115.182667,5829.325,2734.514,1521.693333,1865.003333,6968.683333,919.5536667,3123.073333,686.0713333,2319.266667,1145.490333,1103.199333,14841.56667,463.6453333,1652.42,8662.326667,7096.186667,1284.697,4241.42,1187.547333,726.7855,6119.536667,1469.319333,2499.326667,580.6183333,1851.46,1408.761333,1590.510333,740.4925,3678.46,685.415,1482.013,673.874,1753.555,1275.943,2015.62,1754.08,14358.46667,431.227
P02753,83136.53333,93286.96667,162760,140831.6667,202410.6667,78598.63333,47171.63333,107713,99247,95325.16667,103323.2,128906.6667,62737.06667,122437.6667,141239.3333,63605.73333,152552,68224.7,192559.6667,159371.6667,73046.96667,105602.3333,147659.6667,146271,137143.4333,91247.66667,133861,109026.3333,77821,158512.6667,211901.6667,112558.3333,160009.3333,128607.3333,104576.3,176100.6667,94265.46667,147727,247619,158234.3333,114456.3333,135865,215383.6667,130940.6667,230844,173772,233145,207384.3333,173746.3333
P02763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P02765,105382.5,96950.46667,80519.26667,48321.5,166578.6667,43225.2,85283.56667,69152,308967.6667,517850,376175.3333,959412.3333,868576.6667,354427.3333,194849.3333,438514,240126.3333,282476.6667,71166.1,531416.3333,296461,533614.3333,1567406.667,286198,614386.6667,81199.26667,52179.06667,82020.03333,334549.6667,318648.3333,203312,679297.3333,249499.6667,180592.6667,94343.6,214739,38635.83333,44869.23333,117600,559848.6667,44912.5,601782.3333,258958.3333,363784,428790,449592,137782.6667,86470.96667,186462.3333
P02766,162335.6667,257199.6667,271959.6667,311196.3333,196478.3333,276200.6667,224774,224826,305733.3333,311321,176362.6667,129227.3333,302048.3333,313969.6667,235051.3333,122465.6667,347192.6667,185550,408672,271952,211939.6667,315587.6667,112381.5,425102.6667,231126.7,202876.6667,203460.6667,290486.6667,367961,481737.6667,216560.3333,271038.6667,257360.6667,141903.6667,286536,377923.6667,363305.3333,421334,218663,240744,384936.6667,305201.3333,628221.3333,368342,298854.3333,429305.6667,224617,209081,468986.3333
P02768,1150910,1418280,1041267,608779.3333,898815.6667,1365050,1416606.667,1064324.667,2006470,4072666.667,1572123.333,5702836.667,2636290,1622140,1270770,3588836.667,2813740,2517666.667,1283910,2242950,1847113.333,1960323.333,5166376.667,1743550,4846796.667,654673,665370,1004675.333,1997216.667,3211143.333,1393150,2071600,1837633.333,1706446.667,1001600.667,1510863.333,635991.6667,707347.6667,1120063.667,2260390,673384,2807043.333,2737750,2496526.667,2068920,1856550,1218646.667,1759156.667,2051823.333
P02774,59896.53333,64557.1,124664.6667,92762.46667,41438.1,51900.46667,104591.6667,45308.53333,134791.3333,92001.66667,54408.36667,52866.93333,105131.8,98172.63333,62043,43279.06667,131026,46749.36667,72557.13333,88059.4,73881.2,72598.63333,36872.06667,106136.3333,235791,110085.9,47588.26667,64524.36667,78481.26667,177471,59859.13333,78851.1,73789.33333,38564.4,94899.66667,88841.53333,74065.26667,84054,63561.16667,75421.66667,39331.6,106160,236528,101364.3,61035.26667,101987,81355.9,29747.4,107709.4333
P02786,25740.03333,35084.9,29181.63333,25622.36667,21368.7,26710.43333,27651.53333,37277.8,22933.3,30683.5,21877.7,35261.13333,26319.66667,24428.5,22100.56667,21678.63333,18763.86667,24365.83333,29425.43333,25117.1,19656.7,28868.46667,31642.16667,23894.63333,17276.2,23370.76667,24734.73333,27064.26667,20316.46667,32186.4,32962.83333,37449.7,25119.83333,40300.93333,24325.5,34958.46667,35086.73333,32106.16667,33195.96667,29458.6,26252.8,30870.86667,21621.96667,27856.26667,36354.26667,28079.3,48335.7,14622.9,28391.66667
P02787,209018.3333,122199.4667,139323.3333,52681,113799.8,65122.56667,125247.6333,108546.4333,736066,554032.3333,742325,2234321,1291601.667,347933,488459.3333,277719.3333,892253.6667,361322.3333,134979,480978.6667,267054,957002,992142.3333,471376,728956.6667,68739.53333,76837.33333,67703.63333,727223.6667,184979,235495.6667,364794,398932,319108,158368.6667,116711.8333,41544.63333,63732.2,80229.6,213544.6667,36297.2,564452.6667,261169,303486,672777,692226.3333,150978.1667,81631.7,175230.6667
P02788,1471.66,4204.803333,1900.1,NA,940.704,2701.623333,2757.21,NA,NA,5637.87,NA,2293.19,4035.86,1865.04,1316.2,5742.21,1620.03,4337.18,3850.08,3091.35,4053.69,2602.28,6487.69,2094.91,3522.16,NA,683.401,NA,4773.35,1457.852,2207.27,4848.056667,6443.696667,1671.065,2741.76,3020.54,NA,NA,3312.32,4333.37,NA,1183.231,4287.46,3072.8,2608.71,NA,NA,2641.28,3596.186667
P02790,NA,NA,NA,NA,NA,NA,NA,6810.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7367.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
P02792,134499.3333,178148.6667,213558.3333,126152.3333,120238.6667,98288.9,172824.6667,108227.3333,145056.3333,185706,168699,128903.3333,99558.13333,222322.3333,177415.6667,277228,142348.6667,164407.3333,182241.6667,80677.56667,141591.3333,215447.6667,132705.6667,90186.76667,84638.8,830575.3333,168101.6667,215166,130911.6667,237940,170250,142389,237340.3333,154349,163199.3333,136264,290796.3333,253589.6667,273202.3333,130631.3333,327612.3333,269273.6667,308659,413089.6667,125608.6667,310636.3333,414129,142476.6667,241115
P02794,111505.6667,126246,120744.6667,89402.66667,89220.16667,68928.23333,141584.6667,63758.93333,122547.3333,133391,106657.3333,100028,89225.16667,152539.6667,95224.03333,166247,117627,112823.3333,133250.6667,56647,105100.9333,126683.3333,100174.6,54669.76667,81354,396411.3333,118432.3333,154792.6667,90604.96667,140838.6667,152425.3333,110199.3333,183876.6667,111804.6667,101379.0667,102450.2667,194629.6667,127996.3333,182786.3333,79274.3,235255,201121,208894,269465.6667,85424.36667,179467.6667,209162.3333,93410.06667,129113.6667
P02795,NA,NA,NA,224.736,NA,NA,410.3136667,NA,NA,NA,278.5855,NA,NA,319.745,NA,NA,NA,NA,NA,NA,387.2075,NA,NA,350.385,762.067,160.725,882.2245,495.2425,465.478,NA,NA,NA,NA,NA,294.915,NA,NA,NA,NA,NA,974.8315,NA,NA,NA,731.273,209.01,NA,NA,1200.965
P03886,4957.44,5333.083333,5803.42,3874.563333,4472.4,4418.035,5502.965,4003.233333,4682.245,5228.933333,3785.883333,3429.23,4988.496667,3123.423333,3509.16,5243.885,5735.766667,5142.926667,4007.716667,5368.82,4487.33,3721.47,3351.303333,5310.61,13099.9,5057.733333,3613.916667,3919.006667,2955.855,6952.233333,4335.25,5770.823333,6670.673333,4136.753333,5326,7591.916667,5918.743333,4880.406667,3992.31,5763.263333,3240.94,6640.343333,5881.26,4867.86,4898.463333,4860.143333,5008.756667,4220.786667,3842.766667
P03891,14536.23333,8368.016667,9954.97,8034.703333,10389.56667,9772.833333,11380.63333,10468.19,9807.79,11838.1,14336.7,9654.905,10855.7,10324.03667,12341.76667,11381.22,16868.35667,15374.26667,12972.83333,12403.25,15705.9,12620.43667,11321.86667,15753.1,1114.2,13445.33333,12603.68333,15293.5,15495.5,22357.33333,10903.56667,15723.56667,10100.47667,5296.683333,6953.66,14661.23333,9244.05,11449.83333,11209.42,1941.2,13033.76667,12597.93333,19794.96667,11800.87,13644.03333,13959.2,12417.87667,17198.56667,15262.06667
P03897,2159.82,2031.66,1345.31,1788.055,2158.51,NA,NA,557.0205,NA,2415.52,NA,NA,1697.185,1886.215,1269.92,1814.2,3158.8,1673.255,1216.42,393.935,2812.27,NA,1481.136,888.3945,1449.915,1962.755,2123.49,1691.21,755.7125,2976.873333,238.862,1135.19,1774.46,1288.0975,1483.749,2155.65,2533.695,NA,NA,761.5875,2773.835,3269.855,3432.883333,2300.175,1230.0805,2709.51,1432.137333,1511.246667,2175.11
P03905,58318.66667,63063.16667,58239.4,42432.03333,62801.63333,48770.06667,62886.2,56094.83333,53749.76667,58984.13333,57051.06667,78009.13333,56161.1,57950.36667,57149.5,46178.66667,72244.33333,55719.96667,56681.06667,69159.73333,65428.4,61410.93333,77097.63333,69093.53333,86960.4,66745.73333,69129.03333,71613.63333,44856.66667,90445.13333,72879.83333,70715.96667,61040.2,68107.93333,57969.2,76713.83333,56616.13333,50612.53333,60848.5,45286.83333,52207.26667,81888.96667,120028.2333,60906.96667,67018.6,54736.23333,80127.6,75039.16667,61489.86667
P03915,23563.86667,21020.1,19601.73333,20203.33333,22151.86667,21268.63333,21122.56667,16208.96667,18994.43333,21467.66667,22532.13333,25019.4,23273.06667,18509.23333,22150.73333,16538.2,21143.63333,20080.8,17181.7,24197.06667,21972.8,23869.76667,22483.13333,18159.5,35785.83333,19816.7,18121.03333,20482.73333,18306.13333,27668.96667,21845.06667,24144.4,21660.8,18308.83333,20621.4,27256.43333,19963.03333,14744.73333,23488.83333,21038.73333,18556.93333,26453.76667,28258.26667,20713.03333,17902.83333,20889.33333,28043.03333,21418,18113.8
P03928,6786.16,6144.71,NA,13081.38,8403.393333,16309.7,6984.94,9230.233333,5468.63,8932.043333,5585.23,6286.915,5550.49,9029.52,12685.03333,5906.11,12929.36667,12987.12667,12324.13667,7733.92,12299.61,5162.31,5800.965,14544.33,6168.773333,6626.443333,10940.87333,8860.483333,22658.63333,30262.03333,6293.185,7810.21,5922.953333,8849.095,5864.536667,11059.03,11299.56,10588.25,6369.485,5403.893333,18017.46667,8395.37,16811.76667,12248.35,8692,17156.16667,10047.25,16436.63667,24871.2
P03950,NA,4178.79,NA,3533.03,NA,NA,13913.1,12021.8,22526.8,2776.78,NA,NA,30512,NA,3762.69,NA,3270.95,4353.38,4276.02,NA,NA,3145.16,NA,NA,24729.3,7872.62,3027.05,NA,5747.97,NA,NA,NA,NA,NA,NA,5333.44,7634.03,NA,NA,NA,4848.41,NA,23684.4,5605.75,8845.795,8879.22,6433.57,1827.43,27392.7
P03951,7051.11,NA,NA,NA,NA,NA,NA,NA,NA,4719.935,5232.14,10645.26,7978.875,NA,12757.6,5854.49,NA,NA,8515.46,5301.546667,2596.02,7690.54,14010.5,NA,9813.72,NA,NA,NA,NA,NA,NA,5545.14,4717.69,NA,5562.52,NA,4485.08,NA,NA,7640.31,NA,6524.98,NA,15609.6,9154.05,5631.8,NA,NA,31074.65
P03952,1739.88,2072.01,2712.295,2273.65,1471.34,2017.925,NA,1979.65,2579.143333,3090.796667,2346.885,7123.96,3767.38,2343.87,1986.983333,892.4405,3597.57,2222.8985,1009.044667,1265.7,2549.926667,2052.47,7726.273333,2158.83,4924.64,2465.923333,947.633,2543.31,1418.29,5466.176667,1978.23,2736.11,2182.895,NA,3727.983333,2216.27,2711.825,1318.156,2135.223333,3149.82,2050.945,2065.53,2414.653333,1967.42,2595.783333,1939.766667,1741.79,NA,NA
P04004,21179.5,13000.7,12873.7,18619.5,18062.73333,20798.36667,26973.53333,15866.2,28776.2,27232.46667,16285.27667,29370.05,52027.43333,19538.16667,18821.7,33558.4,25447.9,21620.1,12832.27,40501.9,22529.6,25224.33333,55680.36667,31554.26667,63153.26667,26387.53333,19911.66667,12323.43333,24299.03333,47637.23333,20943.36667,44760.03333,21886.63333,21350.23333,15553.46667,45883.23333,17706.63333,55693.13333,25574.6,24593.53333,34982.2,30228.46667,52711.93333,67335.33333,18861.9,37874.1,21317.7,8962.686667,38940.43333
P04040,52864.3,40196.2,35215.4,28218,38817.03333,49154.93333,58884,38355.13333,46791.03333,36347.8,31726.3,34289.36667,38409.93333,27985.3,27341.03333,70884.63333,38178.16667,30658.1,34165.16667,24160.53333,42726.26667,29568.03333,38942.06667,37845.33333,42995.53333,36905.23333,30836.33333,38982.56667,47998.8,35484.3,35874.73333,39429.96667,39264.26667,32370.43333,30988.86667,47439.26667,25413.43333,25911.03333,34528.23333,50951.43333,29741.4,36855.56667,33968.8,28548.93333,35987.4,28270.7,28672.16667,23052.83333,33542.1
P04049,8309.73,8755.276667,7653.03,7772.763333,7980.01,8984.036667,9251.556667,9970.76,9660.943333,7206.963333,8370.536667,8157.135,8492.683333,6245.986667,8735.713333,8085.166667,9272.48,9505.71,7195.686667,8664.065,8278.69,8771.42,5106.36,7778.56,5462.686667,7259.033333,10040.78333,7453.72,7977.866667,6854.773333,8495.206667,7121.076667,6761.866667,6691.1,9053.603333,8780.243333,8412.8,10035.98,6737.3,6246.3,6643.655,8444.143333,7890.43,5945.553333,9496.22,7948.693333,6961.746667,7679.39,7720.823333
P04054,42020.9,8014.2,5967.823333,13334.96667,3813.18,18327.53333,58826.53333,7420.315,32044.16667,19135.3,6762.215,17785.2,17002.66667,14304.25333,6260.94,15848.6,53731.83333,8716.74,4218.78,5136.4,21716.9,11066.84333,5005.04,12349.8,NA,NA,5140.72,18920.7,19538.99667,NA,16365.66667,4181.085,13504.7,4079.61,7291.093333,11944.72333,2209.35,NA,3934.45,5308.81,18332.86667,6419.99,8230.556667,5722.64,11470.71,8440,NA,NA,18538.56667
P04062,42919.03333,58286.5,78768.7,54327.76667,56110.23333,48705.66667,44808.13333,72957.36667,44162.4,41899.53333,46793.6,37835,40021.6,48187.2,62742.3,69142.36667,59866.96667,56032.06667,60984.53333,52116.63333,56535.83333,58077.86667,41878.13333,57441.23333,71139.4,46540.13333,47350.06667,51796.5,58939.16667,62665,56806.13333,58353.23333,50122.8,51798.33333,56231.6,49727.86667,65659.83333,60462.46667,48682.63333,48226.26667,65414.1,52197.8,48181,52175.76667,93333.66667,46635.26667,62227.16667,85770.3,57977.2
P04066,50474.93333,101012.6333,94663.3,40498.2,120718.6667,55514.33333,74068.16667,75903.86667,61927.8,45915.46667,73827.63333,57538.36667,91813.86667,69898.8,70268.93333,88070.2,59549.76667,62759.76667,64927.43333,78567.43333,73707.06667,80404.33333,91056.03333,62260.9,49158.63333,81626,74990.36667,71240.46667,72253.33333,117363.3333,81637.36667,119444,92579.46667,76655.43333,92955.83333,68706.1,123094,115601.5667,93389.06667,75137.6,57574.8,55796.3,73537.6,82571.63333,95532.56667,80395.23333,97604.9,129628.3333,64316.76667
P04075,583628.3333,736454.3333,644540,753919,743618.3333,606178.3333,539827.6667,657338.6667,610622,640647,722018.3333,693461.6667,548789.3333,646009.6667,744957.6667,737654,630026.3333,681250.6667,749291,628202.3333,665864.6667,623721.3333,630517,594945,374990,625388.6667,737362,619302.3333,628969.3333,501890,663895,725500,735971,695045.3333,586286,543122.6667,752958,681595.6667,676947.6667,698095,659034.6667,771404,520775.3333,790564.3333,661572.3333,713027.3333,759496.3333,700444,520884.3333
P04080,115648.3333,186372.3333,151826.3333,209442,270186.6667,230748,89190.23333,164725,127153,140726,115562,61509.16667,130256.3333,179831.6667,220518.3333,128188.6667,130526.6667,151108.3333,254544.6667,217910,231882,162967.6667,105468.1667,255410.3333,96019.9,209080,214148.6667,227344.3333,181410.3333,184054.3333,102244.6333,202060,201898.3333,220821,157694.6667,271213.3333,264305.3333,267997.3333,137881,132856.6667,274132.6667,187369.6667,211538,286958,179107,298120,249265,225491.6667,250582
P04083,85493.06667,63239,38624.43333,80095.96667,44449.43333,79161.83333,128282,81172.6,57204.56667,67318.63333,84070.6,54852.66667,106955.6333,55381.5,77372.53333,139265.3333,56152.3,68775,76663.4,69731.03333,75683.16667,82839.93333,113171,60897.1,61584.86667,90970.83333,59292.46667,74977.5,98033.13333,103336.5667,93400.96667,111084.3333,63871.26667,147123.3333,57851.8,124128.6667,81362.96667,83584.1,69076.2,96395.83333,140433,106667.6667,103813.1,97649.13333,75331.13333,96696.56667,129120.3333,48753.33333,108337.3333
P04114,NA,347.583,NA,NA,NA,NA,NA,NA,NA,583.169,NA,NA,NA,NA,NA,NA,NA,856.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.7585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
