feature_id,R187,R224,R229,R239,R252,R269,R279,R284,R300,R306,R308,R310,R314,R326,R333,R335,R338,R346,R363,R370,R373,R374,R375,R392,R396,R409,R411,R415,R424,R426,R186,R217,R218,R225,R233,R260,R266,R267,R288,R290,R297,R319,R353,R354,R369,R391,R416,R419,R428
A0A024RBG1,2188.605,2338.363333,1586.153333,2437.7,1543.3,3233.63,1135.4,3055.333333,2406.63,1427.23,1768.14,4868.67,1943.63,2077.992,2778.626667,2698.15,2405.67,2873.61,1466.785,2699.6,2922.25,2628.195,NA,1869.74,NA,1886.42,2259.093333,2544.44,991.9455,1755.05,2370.28,2695.675,1991.423333,2090.286667,2145.386667,5360.513333,2733.94,2494.816667,2218.496667,2000.023333,2648.536667,1984.905,2094.89,1552.155,2598.885,2391.715,1533.638333,795.977,1929.515
A0A075B6K5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1143.490333,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A0B4J2D5,92014.4,76675.13333,81395.93333,93106.53333,87681.73333,81013.46667,80907.5,70778.96667,75629.46667,93627.96667,76642.33333,89419.53333,75656.9,78104.36667,74664.16667,77171.8,89744.2,89356.7,85463.76667,86821.1,77568.96667,86938.53333,88828.9,78789.53333,80030.33333,68569.93333,72797.46667,49294.56667,67739.16667,78779.9,90210.56667,95824.5,69005.3,86574.2,78282.66667,70107.4,76597.83333,65851.33333,84331.43333,95126.26667,92408.26667,94670.7,120760.3333,108422.2333,68240.6,97874.56667,90372.76667,53136.4,60210.23333
A0A0B4J2F0,NA,5018.5,3509.47,4635.606667,4221.16,4315.675,3941.325,3993.79,NA,4152.64,NA,NA,NA,NA,3724.44,NA,NA,5316.85,7051.453333,3584.31,NA,5350.26,NA,5293.68,NA,5153.09,5244.906667,3041.01,7096.516667,8656.885,NA,4705.83,1946.82,5604.41,3363.93,4967.61,6190.785,5914.895,4258.97,NA,4431.766667,NA,4340.05,4619.275,4977.675,6570.17,5391.97,4876.666667,7216.603333
A0A1B0GWB2,NA,9711.65,6150.75,NA,4964.25,4021.43,NA,6091.04,NA,5208.78,NA,6021.02,4342.53,4945.28,6265.95,NA,NA,5379,9855.535,9099.936667,12255.2,5708.28,5386.66,8480.07,9617.865,8626.375,5222.17,6625.535,NA,6117.7,5896.87,4798.415,7255.23,NA,NA,5425.67,NA,6277.745,NA,NA,8469.64,NA,8679.346667,7523.975,8940.19,3808.49,5844.12,11060.665,NA
A0AV02,2364.686667,1706.253333,1404.02,2750.486667,1743.745,2308.02,2964.09,1527.666667,1244.12,1810.215,1536.49,2575.99,1843.5515,1838.966667,3001.436667,1697.515,2386.396667,1964.34,2220.91,2367.096667,2647.62,2143.595,NA,1878.035,NA,2623.623333,2049.656667,1740.323333,1807.22,1329.245,1448.74,1202.258,1079.55,2716.77,1737.35,2735.97,2279.175,1120.13,2477.956667,2333,2463.635,1674.206333,2165.09,2617.62,1239.87,494.747,1376.87,2058.636667,2361.823333
A0AV96,12055.46667,13655.93333,11025.29333,12822.96667,12686.4,10402.95,10850.33333,9804.3,11492.56667,11130.06667,8525.413333,10051.785,9964.24,11817.53333,11109.5,15014.93333,9096.173333,9873.873333,9954.3,10147.25,9483.64,9306.25,10721.33333,8317.586667,4076.826667,11813.1,10661.6,11303.5,9917.803333,6499.02,12027.56667,10349.75,9720.793333,10477.61,12220.8,15443.63333,12423.73333,10848.61667,11837.3,11647,11384.2,10013.65667,7788.85,10023.86,10093.38333,8617.62,8393.203333,12181.43333,10360.22
A0AVF1,31959.93333,33056.16667,32201.16667,31511.03333,45953.53333,45525.1,25016.06667,42584.9,39123.36667,47447.9,36030.8,50308.25,40523.03333,43843.2,45341.53333,35450.13333,37892.93333,38368,39149.83333,41618.16667,38488.13333,45343.4,34390.03333,32315.43333,39026.15,28620.43333,30442.16667,35164.4,36049.83333,35284.76667,34084.5,34119.43333,32899.73333,29741.4,27065.13333,38387.66667,39685.3,37634.73333,42363.6,37155.33333,43808.93333,50521.13333,58432.33333,38832.36667,41903.23333,44475.1,37165.3,34496,27599.9
A0AVT1,33360.73333,35987.13333,34765.2,37316.2,37459.83333,36413.43333,31881.06667,36319,36585.8,36960.2,35672.3,37423.5,31731.5,35449.3,36926.26667,35308.93333,40138.4,35752.1,38804,43413.33333,38640.3,37218.06667,35216.3,40214.33333,27791.6,35730.03333,38728.13333,35705.6,31934.4,36953.9,35345.3,35005.76667,34394.13333,37871.4,36306.6,25105.6,34105.33333,35540.53333,35717.66667,33466.36667,35767.66667,38084.43333,36424.66667,35607.7,41148.56667,39019.33333,36292.66667,37252.53333,30907.43333
A0FGR8,24664.16667,23971.76667,21824,24124.66667,21786.83333,24955.9,32319.43333,25520.2,26365.9,24907.6,24005.36667,20202.8,26960.96667,20623.2,22819.23333,24303.96667,23351.56667,25489.2,23494,23388.3,23958.66667,23138.36667,25458.66667,24528.46667,35339.66667,23896.86667,24490.43333,22243.76667,23677.6,27633.13333,26144.96667,24934.16667,21477.16667,24791.13333,27589.1,28168.46667,22594.2,26469.66667,22235.46667,24966.9,23016.26667,22996.1,27940.66667,24302.6,24530.36667,24570.23333,25052.26667,22498.76667,27182.73333
A0JNW5,3626.39,5694.28,3573.856667,4079.03,4660.47,3818.213333,3118.615,3598.093333,3389.2,3794.243333,4417.043333,4774.795,4593.43,4627.193333,4807.323333,3096.826667,3185.04,5510.836667,4224.023333,4297.523333,3969.203333,3935.926667,5277.61,4196.076667,5151.736667,4223.316667,4178.653333,3857.406667,3892.426667,3952.9,3409.656667,5308.743333,4370.65,5128.763333,3050.703333,3212.2,3524.936667,4134.086667,4563.906667,5159.82,3859.92,4100.113333,3389.8,4887.02,4240.443333,5375.32,4745.123333,4742.066667,2855.72
A0MZ66,45220.9,47554.63333,44570.43333,43769.56667,50228.16667,41002.93333,39410.8,43199.7,42267.53333,39425.03333,43980.9,37148.26667,42997.83333,40272.13333,46352.46667,46134.76667,38596.86667,41329.06667,42707.56667,42836.6,40673.9,40285.8,39313.33333,37310.3,20897.73333,42796.8,38628.8,41777.4,40175.16667,31837.83333,39997.56667,38452.2,42217.03333,41117.73333,40879.93333,39305.43333,48048.56667,43335.6,44860,44753.66667,36170.96667,36142.83333,34032.93333,41015.26667,38482.43333,35491.1,43923.83333,50890.53333,34793.53333
A0PJW6,4644.203333,7061.503333,8432.45,4576.776667,8850.056667,5454.986667,4102.28,6404.446667,4748,3798.74,5401.9,6487.56,3860.7,4602.13,6086.126667,5573.87,4258.86,5140.746667,6117.21,8078.09,5411.746667,5031.07,7482.245,5407.92,5228.513333,6468.463333,6144.553333,4855.486667,5057.953333,7972.06,5768.673333,6647.34,7462.123333,7517.893333,8019.696667,6417.94,7254.63,9435.373333,6176.926667,5612.06,3906.943333,7731.72,8196.15,5967.953333,4589.43,6841.9,7650.526667,4609.806667,7494.79
A1IGU5,4678.86,3311.54,3308.5,5471.443333,5329.58,3869.303333,2775.13,3207.303333,4539.08,4362.063333,3285.596667,4272.785,6074.89,4966.133333,3734.326667,3001.716667,3781.48,3956.636667,3157.436667,3948.706667,3486.08,4562.15,5134.896667,4343.973333,4398.716667,3869.04,3388.8,4465.62,3406.23,2231.473333,3863.566667,4450.963333,4650.48,4342.98,3438.036667,3555.943333,3158.22,3564.276667,6406.363333,6217.06,4516.536667,3877.706667,3208.673333,5159.03,3171.556667,4402.43,4960.936667,3441.276667,3490.433333
A1L0T0,40920.83333,32762.56667,31497.03333,38621.86667,31054.8,35324.83333,34829.76667,30791.9,32990.9,37348.4,36379.06667,34450.93333,34923.66667,38156.06667,38191.46667,36079.9,31863.43333,35351.03333,32159.76667,34593.96667,38694.46667,34457.03333,35823.73333,35153.63333,44673.1,34744.86667,34676.23333,33607.2,27042.66667,35338.63333,37560.76667,33254.4,30084.56667,34596.56667,34103.13333,29924.16667,34449.9,33668.73333,34041.36667,35694.06667,37333.76667,34512.7,44066.63333,39599.76667,31868.36667,40513.43333,36717.33333,30238.23333,24699.06667
A1L390,13357.56667,14644.4,9792.38,13179.06667,12252.3,10242.92333,11853.8,11348.3,15413.06667,11130.2,10834.59333,8893.15,14898.43333,11659.80667,10353.68,12482.16667,10242.75667,11886.02333,11543.69667,11374.6,10106.51333,9315.543333,11246.81,9440.786667,4157.66,11448.7,13157.83333,12288.16667,12411.96667,10042.48667,11745.93333,8801.826667,11504.73,10814.45667,11031.23333,10334.60333,13573.46667,11563.06667,10848.46667,13839.2,10434.5,9034.48,7715.56,10648.91333,10550.50667,9541.446667,6987.63,10908.53333,12466.23333
A1X283,12324.8,10795.77333,9130.04,10990.36333,11149.43333,11634.70333,14093.9,10348.90667,12160.06667,10346.29,8209.08,9195.94,12530.06667,8687.13,8325.703333,16203.4,10495.49667,10154.84667,11376.23333,9047.866667,11902.26667,9456.203333,13817.33333,9353.436667,13470.99333,9827.8,9740.166667,10297.63333,11916.87,11590.03333,9775.7,9197.133333,9368.02,10251.17667,11293.51667,13903.76667,8934.32,12027.4,8516.576667,9675.98,9914.13,9361.08,9153.156667,7691.166667,10399.01,11295.76667,8291.806667,8262.273333,10596.5
A1XBS5,NA,1268.85,691.381,NA,580.913,NA,NA,NA,NA,857.069,NA,NA,NA,431.893,NA,NA,NA,NA,NA,204.492,NA,NA,NA,314.826,NA,479.162,174.898,234.556,NA,NA,1843.73,NA,1260.38,NA,734.86,663.342,549.62,837.779,564.4665,660.406,NA,754.685,NA,682.3885,NA,NA,NA,NA,NA
A1Z1Q3,5051.516667,6144.993333,8883.04,7187.316667,7436.376667,8301.965,4559.265,5974.45,6966.793333,9625.13,9666.8,8111.095,6196.803333,7160.74,7777.763333,4202.747,5427.825,7003.256667,7690.583333,9384.093333,6479.56,5849.763333,5510.33,7501.69,7006.626667,8469,7670.443333,6435.276667,4465.49,7069.323333,6637.696667,9910.57,9343.866667,7021.286667,5961.446667,7252.456667,6883.05,6478.28,9283.84,9226.846667,7392.713333,12880.23333,8737.986667,9925.353333,5847.27,7679.55,7368.216667,9396.516667,8476.18
A2A3N6,12578.86,10583.05,15559.43333,8659.366667,9919.99,14860.95667,15660.85,15621.7,14192.775,8836.51,17402.5,16437.1,24188.05,19327.45,11154.055,12238.57,16315.74333,15184.6,14992.54,17399.6,5262.26,9438.74,10275.1,13770.63333,33075.73333,10604.8,11618.35,17177.5,20761.95,20108.6,11136.66,12439.5,7790.3,16241.8,14957.6,14048,15288.04,14089.98667,8325.875,8748.045,7865.86,14081.25,21008.25,10638.22,11027.59,10689.05,12789.9,20651.7,15757.89667
A2AJT9,4652.18,4352.8,3879.113333,6999.533333,4273.5,6016.695,8284.49,3731.49,3620.26,3933.043333,3733.916667,4485.135,5822.7,3611.545,6716.796667,4791.15,4620.433333,3638.12,NA,3909.073333,4523.87,6154.686667,4685.96,3276.43,1895.96,3109.415,4609.53,6167.543333,NA,1590.53,2653.76,5692.905,6529.496667,6504.133333,4823.87,6077.415,4847.9,5509.41,2790.81,2467.09,3887.355,4180.705,3412.405,3898.696667,10771.52333,4068.386667,4061.275,1411.36,1493.68
A2RRP1,15431,14894,14860.36667,14396.4,14955.2,15297.73333,15885.33333,15010.96667,15715.8,18244.96667,16190.46667,16671.7,17190.16667,17602.86667,15030.33333,15705.96667,16666.66667,17601.8,11449.8,15469.36667,15788.86667,14905.13333,16951.7,13540.53333,18885.1,15456.13333,15473.23333,14221.8,14850.6,18981.56667,14306.36667,15930.63333,14231.26667,15273.06667,13924.13333,10156.89667,14875.93333,13305.36667,15706.03333,14738.66667,14801.9,16838.56667,18669.23333,16056.8,14971.46667,15002,14097.73333,13981.73333,13751.5
A2RTX5,4933.03,6488.233333,6337.796667,6738.976667,6100.44,6681.73,5865.53,6054.843333,6652.21,7625.286667,6145.11,8079.29,9044.326667,6952.613333,5577.61,5074.033333,6687.516667,7191.846667,6979.436667,7548.473333,5084.84,7190.61,6408.443333,5128.57,7075.28,5303.9,6941.536667,6770.15,6223.956667,5613.35,6881.253333,7037.383333,9109.026667,5891.493333,6382.956667,5007.83,6403.57,7665.943333,7172.836667,7247.743333,5968.603333,8103.576667,4813.496667,7989.603333,6082.75,7229.753333,5397.37,6263.426667,6326.3
A2RU67,3983.21,3949.236667,4852.723333,6063.183333,6398.026667,4939.17,3771.683333,6225.73,5030.603333,5265.62,6754.086667,5284.475,6559.066667,6311.81,5701.576667,4577.58,5909.236667,4916.88,5245.856667,6840.323333,6139.383333,6941.536667,5234.48,6481.556667,6205.366667,7005.916667,5674.51,5881.63,3906.656667,7683.593333,5480.483333,8186.043333,7426.86,6003.906667,6477.436667,6999.52,3597,5036.12,7631.636667,6389.363333,6159.336667,5628.073333,5624.373333,7735.513333,7542.463333,7250.656667,7256.763333,6896.783333,5779.39
A2RUC4,7099.683333,4839.633333,2920.015,4495.69,4597.423333,3980.95,4481.7,5652.99,4398.9,3703.11,2974.365,5825.69,6890.97,3134.76,3945.585,6938.47,6281.69,4500.7,3176.15,3683.416667,5466.32,4997.786667,4316.33,4504.72,1721.97,5830.78,4330.775,4516.31,3281.64,NA,4063.22,4111.1,5147.31,5538.25,5055.6,5890.21,2140.06,2730.245,4572.186667,5001.443333,3908.206667,2124.44,3279.36,2643.166667,4409.95,3568.635,5345.176667,3335.95,2827.1
A3KMH1,18646.06667,17783.26667,22049.7,13529.13333,19812.23333,20830.23333,19011,15171.8,21352.13333,26773.26667,20852,23460.95,21415.03333,22883.43333,18198.4,21019.43333,28246.03333,20515.43333,20543.23333,21864.93333,20083.5,24448.53333,23411.83333,19115.13333,22347.8,23259.73333,24881.76667,21098.86667,18921.06667,22686.46667,21155.7,23205.53333,22062.03333,18622.83333,18215.1,14048.96667,22356.73333,14515.66667,24280.66667,19570.83333,20191.1,44309.73333,75581.56667,23141.4,22692.83333,22878.03333,24635.46667,24389.13333,22506.56667
A3KN83,4450.513333,4264.49,3547.936667,4795.676667,4969.583333,4351.41,3076.913333,4581.21,4508.113333,5570.626667,4343.9,4158.975,4179.763333,5155.563333,5021.503333,3814.75,4028.446667,4880.233333,4159.153333,4867.133333,4384.54,4780.583333,4258.033333,4656.72,1825.25,4716.926667,5482.006667,4347.896667,4191.933333,2870.663333,3913.986667,5320.26,5318.596667,4156.77,4180.29,4685.686667,4802.15,4322.846667,5129.783333,4789.16,5700.903333,5384.563333,3301.51,4469.973333,4531.91,5207.716667,4889.02,4594.8,4522.943333
A4D126,7118.176667,5009.043333,5008.766667,6204.85,4993.036667,5712.633333,4972.186667,6360.3,5507.413333,5377.866667,4676.443333,7387.745,6317.67,7553.723333,5602.17,3230.67,5115.54,6991.736667,6071.833333,4743.413333,5080.89,5079.383333,5482.156667,5348.706667,3583.195,7029.71,4628.89,6407.776667,4286.503333,4402.966667,6017.816667,4447.04,6989.42,6850.803333,7306.33,5407.906667,5817.18,6252.216667,6995.093333,5428.846667,5364.913333,7228.973333,5768.863333,6061.513333,5028.306667,5474.166667,7794.956667,5979.846667,5734.256667
A4D161,1700.87,NA,1071.29,1176.343667,1301.46,1356.11,1121.995,1138.44,892.5686667,1089.516,1066.800667,1079.104,NA,788.7725,1098.67,NA,794.647,1056.34,849.124,NA,NA,1094.13,NA,792.104,NA,1358.86,747.1735,609.349,1374.495,NA,1169.58,1221.56,1076.32,1139.6305,1267.11,1497.78,1428.27,1224.99,978.826,1393.29,994.2153333,NA,NA,1219.23,601.993,950.291,905.48,827.199,1345.9
A4D1B5,NA,1558.2,1390.05,NA,1173.49,NA,NA,773.594,NA,NA,NA,1121.98,NA,NA,1339.395,1511.21,1548.28,1017.14,915.911,1357.23,1078.2,1985.1,NA,NA,1785.950333,1580.02,913.937,NA,NA,921.211,1846.48,805.662,1262.82,2042.82,1254.5,1559.86,474.353,995.261,1508.24,1403.6,1196.897333,2094.123333,2548.15,1677.48,800.712,1742.41,1374.466667,1469.2405,NA
A4D1E9,7661.35,9008.493333,9450.37,8580.453333,9365.453333,7522.536667,8604.503333,9382.543333,6730.33,7253.306667,7589.93,10382.975,6990.493333,8839.366667,9910.136667,7869.996667,7362.953333,7857.636667,9169.59,9798.683333,9377.236667,9237,9072.656667,8480.983333,11995.83333,9274.333333,8877.073333,8055.673333,7371.85,8046.31,9036.72,8374.906667,8788.923333,9020.24,8983.14,7988.566667,9732.94,10864.88333,10667.85,8673.14,8629.786667,12266.16667,17826.93333,8559.93,8620.856667,9867.826667,9210.543333,9059.466667,7968.396667
A4D1P6,6419.22,6613.806667,5887.56,6850.066667,5830.513333,6513.65,7401.59,6144.05,7226.49,6074.526667,5847.196667,6294.735,6429.81,6752.393333,4185.37,7266.7,5781.936667,6786.766667,5410.59,7207.84,5996.803333,7782.296667,7138.623333,6840.073333,5381.84,7326.036667,6468.083333,7159.546667,6591.053333,5956.053333,5214.156667,6585.28,6479.446667,6539.96,6456.976667,5931.053333,6619.49,5604.946667,7173.863333,6722.356667,7189.753333,7372.996667,6569.49,6943.826667,5659.376667,6461.343333,8310.01,6520.91,5065.773333
A4D1S5,9051.353333,10107.61333,9113.473333,10043.41,10480.13667,10385.71667,8137.463333,10728.99667,10652.16,8036.756667,8472.146667,8094.56,7585.39,7711.066667,10974.96667,11577.02667,11356.66667,10280.75,11607.03333,9018.013333,8389.706667,10566.27333,8100.161333,8926.81,9157.88,9404.226667,8813.483333,7422.423333,9305.11,9299.613333,9835.316667,9297.006667,9423.96,7444.843333,9629.536667,11223.96667,10001.05667,10404.36333,8761.333333,7490.806667,8827.6,9406.926667,10039.37333,8216.533333,11582.65333,11477.69,9520.88,8874.99,7016.97
A4D1U4,4727.096667,5815.516667,5900.106667,5295.076667,6114.436667,4379.86,3922.363333,4625.726667,4638.12,5169.603333,4638.34,5695.24,6027.54,5258.663333,4449.71,5278.09,4629.163333,4533.206667,5363.573333,5748.17,4090.416667,4569.38,4232.926667,5521.86,3727.75,5216.02,5103.83,5168.71,3222.933333,3438.943333,6864.25,5929.903333,5656.99,6651.913333,5825.38,5755.746667,4924.57,5118.013333,6577.173333,5580.08,4978.893333,6098.533333,3968.056667,4758.243333,5224.63,5412.926667,5391.523333,5266.856667,3948.663333
A4D2B0,3953.385,4696.72,2930.96,2843.35,4903.87,6601.61,5371.66,NA,3653.54,3547.29,NA,NA,NA,3714.905,3080.15,NA,NA,NA,NA,2801.21,4440.54,NA,NA,NA,NA,4037.8,2792.78,4845.295,3594.025,4142.23,4492.983333,3759.92,4821.965,5209.54,5339.245,5482.55,4386.87,3961.94,5228.305,3630.306667,4154.326667,6468.1,NA,5539.61,NA,3297.37,5359.35,5862.51,NA
A5D8V6,7034.546667,6993.936667,7215.74,6458.963333,7701.136667,6752.453333,5492.56,6435.223333,6512.883333,6216.116667,6488.69,5791.06,6038.473333,6492.743333,6839.013333,6282.653333,5932.75,5732.7,7454.89,8577.813333,6759.02,6455.536667,5158.51,6205.876667,2744.33,8060.203333,5866.863333,6138.56,4700.286667,5913.376667,6598.25,6297.633333,7621.616667,5865.793333,6651.29,6810.016667,6780.546667,6676.32,6816.336667,5310.14,6053.096667,6052.273333,5823.09,4890.416667,6369.603333,7386.876667,6882.59,5353.96,4498.09
A5PLN9,13087.46667,14845.83333,13740.56667,14257.26667,14243.13333,15199.46667,13774.46667,15132.36667,11222.86667,12541.8,14477.46667,13133.65,14184.7,11970.62667,15606.8,10594.44333,14839.8,15161.2,14484.33333,14130.43333,13469.7,14741.26667,11144.23333,13629.63333,14608.83333,13674.16667,14038.46667,12157.26,10718.14667,13935.7,14346.73333,13463.4,14953.63333,12749.2,14235.56667,14427.51667,14669.66667,14780.5,15002.86667,13515.66667,14680.2,15635.5,15730.46667,13764.36667,15500.13333,16566.03333,16264.6,12215.5,14633.33333
A5YKK6,25680.33333,27369.3,25655.43333,24344.6,27378.56667,25617.76667,25338.26667,26728.16667,28463.06667,28932.4,25672.2,32191.76667,30006.76667,26283.46667,25531.5,26479.06667,26557.63333,28935.43333,23191.56667,26748.66667,25832.1,25522.76667,26024.8,25064.83333,16053.13333,28014.7,28577.53333,27399.2,25678.56667,23445.86667,24392.5,26394.46667,23866.3,25809.4,25269.53333,19419.36667,25831.86667,25010.46667,26690.5,24851.3,25088.63333,25097.73333,23441.03333,24087.76667,26588.66667,24797.8,24877.4,25069.73333,26767.9
A6NCC3,4845.236667,3324.31,2745.495,2337.903333,3435.495,3646.216667,6344.95,NA,5207.075,4283.605,NA,NA,3476.04,3401.805,2391.656667,4121.153333,3327.26,4253.03,3128.455,NA,2405.743333,2564.845,3395.63,3087.415,NA,2962.04,NA,3119.19,3735.09,2894.51,1678.747,3808.14,3049.72,3855.69,2085.42,3281.63,4139.52,NA,3221.8,2158.12,3089.945,NA,5546.385,4407.42,3350.94,2885.95,NA,1276.64,1777.32
A6NCE7,80352.9,144371.3333,101989.4667,121159,117353.3333,123983.3333,57623,97157.23333,71049.6,106043,96000.76667,80747.23333,99586.23333,104222.5,157231.3333,66151.7,95316.33333,121506.6667,166182.3333,119579,114339,107035.8333,85712.63333,133872.3333,77463.43333,129740.6667,115699.6667,135445.6667,91793.63333,130330.3333,93180.9,107669.4333,121451.6667,116254.6667,112534.7667,129235,140745.3333,141186.6667,99131.9,93433.86667,132428,88522.06667,140176.6667,153947.6667,121850.6667,154217.6667,146367,122644.3333,95028.7
A6NCS6,NA,NA,NA,NA,NA,NA,NA,2187.94,3436.695,NA,NA,1181.6,2047.68,NA,992.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2122.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
A6ND36,1752.2,1910.705,988.9875,1854.926667,NA,1023.47,2413.46,2048.34,1828.75,NA,1254.9185,1253.51,1507.48,1632.304333,1118.3,1610.6825,NA,2153.91,NA,NA,NA,1477.663333,2160.13,1464.87,NA,1381.79,1620.1,1885.4,1720.515,NA,1028.2305,1621.93,1070.8345,1202.696667,NA,1501.04,1495.95,925.113,1158.12,1776.015,1189.955,NA,2084.61,NA,1476,1361.615,1666.185,NA,1252.389
A6NDB9,5330.373333,1678.98,NA,3088.83,2312.14,NA,3584.446667,NA,3710.265,5513.95,NA,NA,1806.18,NA,NA,5196.086667,NA,9392.54,1055.91,NA,6259.55,3074.163,3092.37,NA,NA,NA,940.116,4158.265,7178.32,NA,2812.005,NA,3721.65,5783.48,NA,3955.08,2272.44,NA,NA,3545.975,3064.735,NA,NA,7404.21,4708.315,NA,NA,NA,NA
A6NDG6,19594.06667,21634.03333,24128.5,19643.63333,17148.8,19050.1,17850.5,17722.13333,17549.2,17515.7,24014.3,22058.26667,18224.76667,22763.7,21207.76667,21954.46667,20800.6,25398.13333,25900.06667,19629.83333,20496.83333,21740.4,18338.56667,20147.66667,12212.97333,18992.06667,18623.16667,24525.06667,23745.33333,19493.9,23015.8,22445.56667,24405.23333,24168.06667,22547.86667,22774.03333,20185,22942.9,23048.66667,23261.5,19650.76667,22527.96667,21217.13333,26815.86667,22554.63333,22290.26667,25704.73333,18472.4,21551.8
A6NDU8,NA,1854.06,NA,2114.42,3773.625,NA,NA,4404.545,1073.88,3787.38,NA,NA,2795.75,3714.45,1052.49,2128.73,2060.375,NA,1565.58,4263.05,3402.415,3341.2,NA,1889.73,2963.816667,3261.436667,4579,3311.91,2337.83,1447.77,1951.44,3299.09,NA,3570.62,NA,2932.685,3505.71,2425.94,2625.53,2951.63,3971.79,2235.845,2717.945,2562.085,2543.53,2216.06,1848.683333,3120.91,NA
A6NE02,NA,NA,NA,NA,469.739,674.932,NA,NA,667.63,1181.398,NA,NA,NA,555.7626667,529.9786667,NA,268.6795,NA,NA,592.5,307.848,1319.188667,NA,788.4786667,291.444,484.0276667,350.377,997.8803333,NA,1494.803667,434.3405,NA,870.198,NA,958.6786667,1048.937667,NA,536.3915,754.9506667,758.1315,714.2333333,NA,1275.84,515.498,409.1536,363.9815,1348.021,NA,NA
A6NED2,3722.206667,2905.543333,2739.11,3392.43,2542.876667,3442.033333,2680.52,3796.386667,4586.47,3406.683333,3389.633333,3933.115,2941.736667,2723.546667,2797.273333,2704.19,2394.78,3813.45,2065.846667,2636.996667,3879.396667,3458.62,2854.513333,2120.113333,1701.42,3301.573333,2463.056667,2996.626667,2491.07,2279.03,3630.496667,2800.336667,3053.79,3358.33,3567.876667,4215.906667,2258.46,2995.623333,3022.14,3284.905,3582.166667,2443.073333,2802.67,2754.85,3195.603333,2977.36,3164.066667,2190.475333,2101.65
A6NFI3,3484.523333,3248.05,3321.506667,3010.516667,3018.206667,2989.306667,2772.3,2596.885,3221.62,4164.17,3063.276667,2671.45,4362.755,3328.63,3076.736667,2689.243333,3001.515,1803.28,2611.426667,3856.646667,2458.33,2378.466667,4397.83,2792.616667,NA,4682.34,3890.52,2445.136667,2768.483333,2728.665,2706.106667,3218.94,2728.256667,2471.443333,3107.383333,4176.66,3523.036667,2984.226667,4139.393333,2603.693333,3240.126667,2448.5,2722.606667,3805.62,2305.333333,3462.696667,3484.193333,2752.4,6195.675
A6NFQ2,30235.33333,42471.43333,48933.83333,28772.23333,31734.4,36455.26667,20087.33333,44533.5,27889.86667,29219.9,44041.33333,52408.36667,28330.06667,44018.76667,57675.03333,28467.9,47713.06667,59255.3,29826,22924.3,36684.06667,53605.3,28639.8,36737.6,60537.36667,30721.2,33501.83333,47014.93333,34445.36667,79124.26667,35726.73333,36547.2,36877.6,31942.86667,41334.33333,15703.63333,45265,31761.46667,39444.76667,28282.8,36965.73333,41035.93333,50944.33333,36219.26667,37108.83333,46220.13333,40743.83333,31113.3,34737.76667
A6NGB9,351.601,358.818,111.351,198.245,NA,187.566,183.11,357.8195,287.2935,NA,404.045,234.104,359.458,130.3731,162.546,310.8586667,90.3599,99.4168,NA,68.8173,NA,109.53835,NA,NA,NA,114.223,36.7879,185.253,144.0571,NA,139.8737,120.143,NA,54.1903,146.924,219.921,196.52,326.392,NA,366.094,82.1117,NA,NA,NA,110.341,197.537,NA,206.13,148.806
A6NHQ2,10344.91667,14157.03333,19230.2,17765.7,14860.3,16354.86667,5932.366667,16468.13333,13514.56667,17662.7,19146.63333,16030.85,12770.9,13695.36667,13974.1,6618.413333,12624.34,12970.8,15723.23333,15668.33333,12524.43333,15627.5,11902.46667,17188.1,7793.766667,13667.76667,14656.4,13285.73333,10738.29333,14222.83333,12371.6,16988.83333,16796.33333,11738.63333,18301.76667,16016.56667,15730.2,16491.93333,15696.63333,18664.4,16246.26667,15616.76667,16077.3,19549.96667,15125.63333,18210.7,11649.7,13906.86667,13938.36667
A6NHR9,9248.48,9031.943333,9070.736667,8405.956667,9346.476667,9733.926667,9501.916667,9336.433333,8302.463333,9720.143333,8975.996667,8841.23,9120.763333,9792.27,9607.453333,10336.66667,9451.49,9800.093333,7927.543333,9547.733333,9404.076667,8987.266667,8736.786667,9737.28,5484.913333,9941.593333,9708.986667,8261.21,8285.153333,8742.71,7877.693333,8892.97,8897.983333,8830.7,8798.456667,7438.713333,8927.35,7459.2,10043.36667,8281.026667,8420.873333,11351.53333,8560.993333,9235.69,8151.253333,9684.176667,8883.053333,7854.673333,8236.256667
A6NHX0,4511.016667,7671,7411.056667,7054.11,9324.606667,6073.346667,2730.27,7367.603333,5817.32,7270,5315.606667,5517.34,6439.73,6004.886667,7341.086667,4595,5689.046667,7670.18,7111.85,7033.87,7034.073333,5992.013333,6532.26,8692.503333,3907.52,6520.043333,6413.653333,7057.496667,5259.02,2753.843333,5748.816667,8462.57,6010.02,5883.513333,9043.8,10160.45333,7014.926667,8097.19,6066.9,5197.18,6681.246667,3237.466667,2129.586667,4577.276667,6242.186667,7111.506667,9311.436667,9148.663333,4558.826667
