"","AL.oldAL1","AL.oldAL2","CR.oldCR1","CR.oldCR2"
"Amz1",2,1,0,1
"Gna12",126,51,102,274
"Card11",1,1,0,8
"Sdk1",902,706,956,2662
"Gm16035",22,21,27,75
"Gm16036",2,3,4,1
"Foxk1",66,68,70,160
"Ap5z1",25,13,34,92
"Radil",33,21,42,99
"Papolb",2,0,4,11
"Mmd2",0,0,0,0
"Wipi2",140,72,112,373
"Slc29a4",73,47,122,189
"Tnrc18",318,176,392,766
"Gm57301",3,1,6,6
"Gm57270",0,0,3,2
"Fbxl18",33,23,26,107
"D430018E03Rik",6,3,10,13
"Actb",221,141,190,433
"Fscn1",0,1,0,1
"Rnf216",362,225,296,860
"Gm43378",4,1,5,10
"Rbak",16,16,19,50
"Spdye4b",0,0,0,1
"Zfp12",17,13,18,61
"Zfp316",15,10,10,33
"BC030343",1,1,0,3
"Ints15",4,2,8,9
"Zdhhc4",13,8,15,38
"0610040B10Rik",13,10,10,23
"Grid2ip",9,4,2,11
"Gm20635",5,3,1,6
"9530056K15Rik",0,0,5,2
"Kdelr2",79,77,85,259
"Daglb",24,22,22,82
"Rac1",55,34,72,213
"Fam220a",0,0,0,3
"Fam220a.1",21,11,23,57
"Cyth3",92,57,88,225
"Usp42",60,48,47,146
"D130017N08Rik",6,12,5,18
"Eif2ak1",82,28,63,191
"Ankrd61",2,3,1,5
"Aimp2",6,2,7,19
"Pms2",26,13,17,93
"Gm17135",2,1,4,8
"Rsph10b",4,12,8,35
"Ccz1",106,63,81,183
"Lmtk2",201,120,154,465
"Bhlha15",2,2,4,7
"Tecpr1",60,34,43,113
"2900089D17Rik",4,1,0,20
"Bri3",77,33,40,144
"Baiap2l1",465,175,322,988
"Gm15708",3,0,4,8
"Nptx2",1,0,0,1
"Tmem130",30,16,21,78
"Trrap",242,127,212,617
"Smurf1",122,58,103,315
"Kpna7",0,0,0,0
"Arpc1a",85,49,97,199
"Arpc1b",14,11,19,39
"Pdap1",37,32,38,98
"Bud31",31,12,29,99
"Ptcd1",9,10,4,30
"Cpsf4",11,8,5,22
"Atp5j2",13,18,18,40
"Zkscan14",1,8,10,6
"Zkscan5",15,6,9,36
"Zfp655",68,26,53,170
"Zscan25",22,11,27,75
"1700001J03Rik",0,0,2,2
"B230303O12Rik",7,1,17,23
"Gm43625",6,3,8,31
"Rnf6",33,24,28,71
"Cdk8",1409,775,1348,3152
"Wasf3",86,70,52,193
"Gm57278",0,0,0,0
"Gm57259",0,0,0,0
"Usp12",116,75,79,262
"Rpl21",15,21,39,28
"Rasl11a",0,0,1,0
"Gtf3a",5,6,7,12
"Mtif3",13,21,20,48
"Lnx2",32,55,47,145
"Polr1d",25,22,18,62
"Plut",107,69,92,247
"Pdx1",105,109,99,222
"Gm27033",9,13,11,26
"Flt3",0,0,0,0
"Pan3",564,326,521,1379
"Flt1",0,4,0,0
"Pomp",17,11,10,41
"Slc46a3",25,13,33,83
"Mtus2",29,4,9,22
"Slc7a1",223,63,196,651
"Gm57292",2,2,1,0
"Ubl3",700,301,618,1735
"2210417A02Rik",0,0,0,0
"Katnal1",39,31,53,112
"Gm15406",0,1,0,1
"1810059H22Rik",4,2,4,14
"Gm15409",3,1,4,3
"5930430L01Rik",20,17,41,68
"Gm15411",9,3,13,23
"Gm15408",1,0,1,2
"Hmgb1",238,75,197,545
"Mm2pr",2,3,0,3
"Gm42788",0,0,0,1
"Uspl1",104,57,83,269
"Gm57255",0,0,0,0
"2310047D07Rik",1,0,1,5
"Gm29264",0,0,0,3
"Alox5ap",5,3,5,5
"Gm19719",0,0,0,1
"Medag",2,0,0,2
"Gm43150",0,0,0,0
"Tex26",6,4,9,15
"4933425D22Rik",3,1,1,2
"Wdr95",6,2,8,4
"Hsph1",500,598,105,457
"B3glct",32,8,33,74
"Fry",692,364,654,1581
"Gm42556",5,3,0,1
"Gm57319",0,0,1,1
"Brca2",28,9,36,81
"Gm42529",0,0,0,0
"Gm42531",1,0,1,4
"N4bp2l1",30,29,54,136
"Gm43598",2,0,2,4
"Gm43597",3,5,3,22
"N4bp2l2",186,117,249,576
"Pds5b",362,152,224,705
"Gm43807",1,1,0,1
"Gm36447",1,0,6,0
"Kl",47,29,10,108
"Stard13",693,463,639,1650
"D730045B01Rik",3,2,4,2
"1700028E10Rik",10,8,40,48
"Vmn2r18",0,0,0,4
"Rfc3",16,8,11,34
"Gm20559",25,13,25,50
"Samd9l",46,36,27,78
"Hepacam2",434,249,431,1044
"Vps50",121,83,130,322
"Tfpi2",0,0,0,0
"Gng11",0,2,0,0
"Bet1",16,21,16,33
"Col1a2",0,1,1,2
"Casd1",109,58,98,175
"Sgce",4,7,4,11
"Peg10",1,0,2,0
"Ppp1r9a",613,337,507,1385
"Pon3",21,18,36,71
"Pon2",26,13,26,29
"Asb4",0,1,2,2
"Pdk4",2,0,6,10
"Gm34470",0,0,2,0
"Dync1i1",391,239,333,773
"Slc25a13",68,45,52,151
"Gm20619",1,0,0,0
"Sem1",36,25,37,85
"Sdhaf3",25,14,24,69
"Asns",48,12,35,88
"C1galt1",134,135,125,311
"Col28a1",7,10,10,36
"Mios",49,29,54,97
"Rpa3",8,4,0,15
"Umad1",451,295,422,1154
"Gm16055",0,0,3,0
"Gm16043",11,4,3,8
"A430035B10Rik",6,12,7,12
"Glcci1",325,220,298,702
"Ica1",1272,903,1087,2907
"Nxph1",837,316,480,1976
"Ndufa4",9,6,13,27
"Phf14",300,156,291,700
"Thsd7a",16,14,10,23
"Gm44129",0,1,0,1
"Tmem106b",35,20,41,51
"Vwde",39,19,34,68
"Tmem168",21,15,15,45
"Bmt2",194,151,253,574
"Gpr85",13,9,11,19
"Smim30",8,6,3,8
"1110019D14Rik",99,59,83,154
"Foxp2",302,144,240,391
"Mdfic",2,0,0,0
"Gm15473",0,0,0,4
"Gm4876",11,3,7,27
"Tes",318,142,247,773
"D830026I12Rik",3,0,4,11
"Gm15581",2,0,0,3
"Cav2",0,0,0,1
"Cav1",0,0,0,1
"Met",69,59,46,148
"Capza2",85,39,59,140
"St7",93,88,79,241
"Cftr",0,2,0,0
"Cttnbp2",221,102,98,397
"Gm15594",1,7,4,9
"Gm20186",16,15,9,46
"Lsm8",4,2,4,1
"Kcnd2",29,36,0,45
"Tspan12",13,8,8,21
"Gm3289",0,0,0,0
"Ing3",55,33,50,124
"Cped1",279,112,162,711
"Fam3c",15,13,23,40
"Ptprz1",8,15,20,3
"Aass",2,2,6,8
"Cadps2",228,170,305,739
"Rnf133",2,0,1,0
"Iqub",2,0,4,6
"Ndufa5",4,5,8,13
"Asb15",0,1,0,1
"Wasl",140,74,124,340
"Pot1a",36,25,37,89
"Grm8",8,4,15,7
"6530409C15Rik",3,1,3,7
"Zfp800",65,47,79,203
"Gcc1",19,7,13,41
"Arf5",33,12,25,73
"Fscn3",1,1,0,0
"Snd1",1861,1324,1573,4411
"Lrrc4",92,67,65,177
"Gm3294",431,281,728,1284
"Rbm28",108,84,77,202
"Prrt4",0,0,0,0
"Impdh1",37,22,46,88
"Hilpda",3,0,1,0
"Garin1a",2,0,6,9
"Calu",163,102,117,372
"Ccdc136",43,33,26,104
"Atp6v1f",5,4,6,10
"Atp6v1fnb",0,0,0,2
"Kcp",0,0,0,1
"Irf5",0,0,0,2
"Tnpo3",205,100,173,484
"Tspan33",56,51,63,162
"Smo",23,17,13,24
"Ahcyl2",511,379,474,1192
"Strip2",28,1,8,37
"1700080G18Rik",0,2,1,2
"Nrf1",146,112,185,391
"Ube2h",607,227,560,1643
"1700095J07Rik",0,0,1,0
"Zc3hc1",5,3,6,20
"Klhdc10",146,89,112,374
"Tmem209",22,20,23,46
"Cpa2",0,9,4,5
"Cpa4",0,0,0,0
"Cpa5",0,0,0,1
"Cpa1",4,0,1,0
"Cep41",5,11,6,32
"Gm13782",0,0,0,0
"Mest",5,6,4,13
"Copg2",170,87,129,349
"Gm56999",1,2,3,3
"Gm27019",4,0,3,13
"Lncpint",3819,1237,3832,11111
"Gm56935",12,6,17,53
"Gm13833",5,4,3,10
"2210408F21Rik",172,224,288,689
"Gm14532",1,0,1,0
"Mkln1os",19,18,24,69
"Gm13844",6,6,14,18
"Mkln1",556,258,583,1463
"Podxl",1,0,0,0
"Gm13849",0,0,0,0
"Plxna4",1,2,9,6
"Chchd3",491,361,529,1201
"Gm14540",0,1,1,0
"Exoc4",1482,1059,1500,3900
"Lrguk",91,50,138,258
"Gm13856",2,1,1,6
"Slc35b4",43,20,40,118
"Gm14546",0,0,0,2
"Akr1b3",19,9,8,39
"Akr1b8",0,0,0,0
"Akr1b10",22,15,30,96
"Bpgm",11,13,8,30
"Cald1",11,42,9,24
"Agbl3",67,41,91,117
"Tmem140",12,7,23,50
"Cyren",3,7,1,15
"Wdr91",32,9,20,63
"Slc23a4",6,2,1,7
"Cnot4",435,223,430,981
"Gm33046",0,0,2,4
"Nup205",68,25,36,130
"Stmp1",7,5,9,11
"Mtpn",39,39,45,68
"9330158H04Rik",0,0,0,2
"Chrm2",0,0,0,0
"Ptn",0,1,2,0
"Dgki",16,6,1,8
"1700111E14Rik",0,1,1,1
"Creb3l2",512,454,530,1396
"Gm33318",2,2,0,11
"Trim24",192,82,214,514
"Svopl",1,1,0,9
"Atp6v0a4",10,3,14,26
"D630045J12Rik",108,57,91,285
"Zc3hav1l",4,2,8,11
"Zc3hav1",109,48,100,335
"Ttc26",60,39,26,132
"Ubn2",799,522,743,2073
"Fmc1",0,0,1,9
"Gm56952",2,0,0,5
"Luc7l2",1184,650,1052,2889
"Klrg2",0,0,0,2
"Gm56936",2,3,9,9
"Hipk2",461,293,516,1058
"Tbxas1",2,0,1,9
"Parp12",67,26,52,150
"4930599N23Rik",10,7,8,22
"Kdm7a",384,147,410,1007
"Gm49041",9,5,17,19
"Slc37a3",113,60,81,264
"Rab19",2,2,1,8
"Mkrn1",45,41,48,113
"Gm10244",1,0,1,1
"Dennd2a",23,12,25,87
"8030453O22Rik",0,0,0,1
"Adck2",20,12,27,54
"Gm16272",9,2,11,15
"Ndufb2",11,13,15,36
"Braf",839,401,750,2069
"Mrps33",12,8,22,34
"Tmem178b",1449,766,1468,3379
"Gm26638",14,4,9,26
"Gm26807",0,0,1,1
"Agk",85,45,71,192
"Dennd11",86,61,71,253
"Wee2",0,1,0,1
"Ssbp1",87,47,57,143
"Clec5a",0,0,0,0
"Mgam",5,2,1,9
"Mgam2-ps",1,1,2,1
"Prss3b",0,1,0,0
"Try4",0,0,1,0
"Try5",0,0,0,0
"Prss2",0,0,0,0
"Ephb6",1,1,1,1
"Gstk1",1,2,0,2
"Tmem139",2,2,1,4
"Casp2",32,22,16,66
"Clcn1",2,0,8,11
"Zyx",6,3,10,10
"Epha1",0,2,4,5
"2010310C07Rik",0,1,0,3
"Tcaf2",0,3,0,6
"Tcaf1",79,74,131,227
"Arhgef5",55,48,39,175
"Tpk1",267,125,280,643
"Gm35113",1,0,1,1
"Cntnap2",3321,1654,1151,5843
"Cul1",303,132,213,628
"Ezh2",13,8,2,21
"Pdia4",54,64,84,123
"Zfp786",1,2,4,8
"Zfp398",180,117,194,434
"Zfp282",72,63,95,229
"Zfp212",17,9,32,54
"Zfp783",39,24,48,84
"Zfp956",60,25,51,146
"Zfp777",28,30,25,72
"Gm45738",0,0,0,1
"Zfp746",41,31,31,106
"Gm16630",0,1,0,0
"Gm54719",10,3,5,16
"Krba1",54,39,54,141
"Zfp467",31,21,32,99
"Sspo",4,5,3,11
"1700026J14Rik",0,1,0,0
"Atp6v0e2",8,7,6,22
"Lrrc61",12,6,5,23
"Rarres2",0,1,0,0
"Repin1",9,4,8,28
"Zfp775",8,11,2,12
"Gm38804",0,2,0,2
"Gimap8",0,0,0,1
"Gimap9",0,0,0,0
"Gimap4",0,1,0,0
"Gimap6",0,1,0,0
"Gimap1",0,3,1,1
"Gimap5",0,0,0,0
"4833403J16Rik",0,0,0,0
"Gimap3",0,0,0,0
"Tmem176b",14,12,32,28
"Tmem176a",9,17,4,37
"Gm56981",1,0,1,3
"Malsu1",56,21,59,159
"Igf2bp3",5,2,5,15
"Tra2a",491,187,371,1037
"Ccdc126",4,8,2,12
"Fam221a",24,15,15,40
"Npy",0,0,1,0
"Pals2",34,26,39,51
"Gsdme",18,4,18,48
"Osbpl3",386,135,310,856
"Cycs",1,5,2,15
"5430402O13Rik",6,7,12,17
"4921507P07Rik",8,3,7,9
"C530044C16Rik",3,4,10,17
"Gm44109",31,30,13,38
"Nfe2l3",1,0,1,2
"Hnrnpa2b1",857,437,658,1709
"Cbx3",78,46,99,217
"Snx10",141,87,137,320
"Skap2",103,64,96,248
"Gm44077",1,0,0,0
"Hotairm1",0,0,0,0
"Hoxa2",0,0,0,0
"Hoxa3",0,0,0,0
"Hoxaas3",0,0,0,1
"Hoxa5",0,0,0,0
"Hoxa7",0,0,0,0
"Hibadh",153,76,118,396
"Tax1bp1",394,141,336,967
"Jazf1",986,531,809,2150
"Creb5",0,3,0,1
"Tril",0,0,0,0
"Chn2",204,41,91,285
"Gm15527",4,3,0,1
"9130019P16Rik",3,1,1,7
"Prr15",0,1,0,1
"Wipf3",4,4,4,20
"Gm44026",7,1,6,24
"Scrn1",91,61,68,229
"Fkbp14",15,20,15,44
"Plekha8",47,28,42,110
"Gm28402",0,0,1,2
"Mturn",43,19,53,97
"Znrf2",121,82,130,279
"Nod1",90,62,62,211
"Ggct",7,8,5,12
"Gars",150,111,95,324
"Crhr2",2,1,1,4
"Inmt",0,1,1,0
"Mindy4",129,67,98,271
"Gm44073",0,1,0,1
"Aqp1",1,0,2,4
"Adcyap1r1",1,3,0,0
"Ppp1r17",0,0,0,3
"Pde1c",368,470,397,1037
"Lsm5",4,3,9,18
"Avl9",235,112,250,574
"Kbtbd2",15,18,32,59
"Fkbp9",113,94,91,245
"Nt5c3",181,96,166,379
"Vmn1r4",4,1,7,10
"Ppm1k",10,20,15,53
"Herc6",62,30,46,115
"Lancl2",35,17,47,89
"Vopp1",27,12,23,50
"Vmn1r30",3,9,2,3
"Gm35077",37,67,43,94
"Abcg2",56,29,36,92
"Herc3",125,77,99,238
"Nap1l5",496,170,276,1123
"Fam13a",4,2,2,9
"Tigd2",35,31,29,75
"Gprin3",405,138,309,636
"Gm5570",0,0,0,1
"Snca",63,20,24,73
"A730020E08Rik",3,7,8,11
"Ccser1",2495,1488,2424,5868
"Grid2",554,188,553,1509
"Smarcad1",184,104,152,342
"Hpgds",17,6,21,40
"Tnip3",0,0,0,0
"Ndnf",0,1,0,1
"Prdm5",2,0,2,3
"2610300M13Rik",0,0,0,2
"Mad2l1",1,2,2,2
"Gng12",742,1064,513,1806
"Gm36816",2,0,0,3
"Gadd45a",5,5,7,12
"E230016M11Rik",44,58,57,124
"A430010J10Rik",2,2,12,9
"Gm38825",0,0,2,1
"Serbp1",95,58,75,191
"Il12rb2",1,2,0,3
"Gm30211",0,5,0,0
"Igkc",36,45,0,0
"Rpia",33,14,13,75
"Eif2ak3",236,202,242,680
"Thnsl2",4,6,4,20
"Smyd1",0,1,1,5
"Krcc1",35,38,71,119
"Gm44174",0,0,0,0
"Rmnd5a",232,108,238,653
"Rnf103",85,39,106,212
"Chmp3",75,45,91,200
"Kdm3a",106,78,96,294
"Reep1",6,11,14,15
"Mrpl35",1,4,0,0
"Immt",107,80,86,272
"Ptcd3",79,33,69,146
"Polr1a",67,42,61,145
"St3gal5",100,64,86,292
"Gm38832",2,0,3,11
"Atoh8",0,0,0,0
"Usp39",18,14,15,43
"Gm45051",1,1,2,5
"0610030E20Rik",31,26,42,98
"Tmem150a",15,14,3,42
"Rnf181",20,18,21,58
"Vamp5",4,1,0,12
"Vamp8",6,6,5,17
"Ggcx",171,162,119,438
"Mat2a",73,52,58,127
"Capg",0,2,0,0
"Elmod3",24,20,29,52
"Retsat",0,1,0,2
"Tgoln1",58,47,86,165
"Gm20536",4,0,3,4
"Tcf7l1",67,18,77,116
"Gm15402",3,0,2,1
"Kcmf1",178,126,184,483
"Tmsb10",1,0,4,12
"Suclg1",29,37,32,71
"Ctnna2",734,498,664,1824
"Lrrtm1",1,1,0,1
"Reg1",0,0,0,0
"Gm4409",0,0,1,0
"Lrrtm4",97,34,85,123
"Gcfc2",52,41,54,168
"Mrpl19",12,8,12,27
"Eva1a",0,0,0,0
"Pole4",3,6,9,20
"Hk2",0,0,0,0
"Sema4f",1,1,1,11
"Dok1",2,0,0,3
"Loxl3",1,4,6,9
"Htra2",6,4,6,17
"Aup1",26,24,30,63
"Dqx1",10,8,5,12
"Pcgf1",11,6,4,19
"Lbx2",1,0,0,0
"Ccdc142",2,4,3,6
"Ccdc142os",4,1,6,11
"Mrpl53",9,4,8,14
"Gm56977",1,5,2,1
"Mogs",5,8,11,19
"Wbp1",18,15,17,55
"Ino80b",22,8,10,30
"Rtkn",4,7,6,19
"Wdr54",1,0,1,0
"1700003E16Rik",0,0,4,3
"Dctn1",87,53,66,184
"Slc4a5",5,1,1,8
"Mthfd2",18,6,11,50
"Mob1a",20,11,17,41
"Bola3",5,10,18,20
"Tet3",315,215,317,805
"B230319C09Rik",0,3,1,5
"Dguok",47,44,45,126
"Stambp",34,37,30,114
"Gm21284",6,3,9,5
"1700124L16Rik",0,0,0,2
"Tex261",13,9,7,30
"Nagk",54,36,57,132
"Paip2b",43,33,47,120
"Zfp638",563,355,573,1281
"Gm43920",3,4,5,7
"Dysf",5,3,0,0
"Gm44127",19,5,28,168
"Cyp26b1",4,4,2,6
"Exoc6b",821,709,855,2089
"Spr",7,3,6,10
"Emx1",1,0,1,0
"Sfxn5",115,66,132,234
"Rab11fip5",25,11,18,47
"Smyd5",10,6,15,25
"Pradc1",4,6,14,18
"Cct7",31,24,38,75
"Fbxo41",19,15,29,62
"Egr4",3,1,3,33
"Alms1",204,88,193,430
"Nat8f4",0,1,0,5
"Nat8f1",1,2,1,11
"Tprkb",22,18,19,50
"Dusp11",97,63,65,175
"Gm19265",6,9,6,8
"Add2",1,4,1,2
"Tgfa",10,13,4,29
"Fam136a",5,7,9,22
"Snrpg",14,8,17,25
"Pcyox1",22,15,30,58
"Tia1",229,168,209,638
"C87436",39,24,38,79
"A430078I02Rik",2,1,2,6
"2310040G24Rik",2,2,1,1
"Gm44386",3,0,0,1
"Pcbp1",7,19,23,74
"1600020E01Rik",184,115,130,463
"Asprv1",3,0,1,7
"Mxd1",78,31,59,199
"Snrnp27",14,2,16,25
"Gm44214",1,0,1,5
"Gmcl1",67,43,73,210
"Gm44036",3,1,1,1
"Anxa4",148,150,253,534
"2610306M01Rik",3,0,4,1
"Aak1",626,374,527,1708
"Gm44091",1,1,2,3
"Nfu1",19,8,20,43
"Gfpt1",296,246,265,735
"D6Ertd527e",3,1,3,3
"Antxr1",0,0,0,0
"Arhgap25",0,0,0,0
"Aplf",8,7,8,10
"Cfap92",8,7,11,14
"Gm44210",3,0,1,1
"Efcc1",38,43,45,140
"Rab43",50,26,62,158
"Isy1",38,19,30,91
"Cnbp",113,43,137,343
"Copg1",129,105,111,329
"Gm26636",3,5,0,7
"Hmces",84,39,54,213
"H1f10",11,3,3,13
"Gm5577",34,24,34,87
"Rab7",316,177,257,828
"Gm56988",0,1,0,0
"Rpn1",63,85,75,155
"Gata2",0,0,0,0
"Eefsec",153,93,138,389
"Gm44265",1,0,1,1
"Ruvbl1",17,13,18,59
"Sec61a1",149,165,137,440
"Kbtbd12",0,0,3,2
"Mgll",0,2,0,0
"Abtb1",19,12,13,51
"Podxl2",36,9,13,62
"Gm15612",6,3,5,16
"Mcm2",3,2,6,21
"Tpra1",20,14,28,60
"4933427D06Rik",0,1,0,0
"4930512J16Rik",0,0,0,0
"Gm26811",2,0,0,0
"Plxna1",25,6,10,42
"Chchd6",210,115,132,439
"Txnrd3",4,3,4,16
"Uroc1",0,0,2,2
"Zxdc",76,32,65,182
"Cfap100",0,0,0,7
"Klf15",13,12,6,31
"Aldh1l1",0,0,0,0
"Slc41a3",7,5,5,18
"Iqsec1",13,13,24,61
"Nup210",274,119,209,659
"Hdac11",37,23,30,77
"Fbln2",0,0,0,0
"1810044D09Rik",6,5,2,12
"Chchd4",2,4,2,5
"Tmem43",6,5,1,19
"Xpc",41,20,27,75
"Lsm3",6,0,6,8
"Gm45216",0,0,1,1
"Gm45218",6,3,8,35
"Slc6a6",985,607,961,2942
"Grip2",1,0,1,6
"Ccdc174",54,30,55,122
"4930590J08Rik",6,13,4,28
"Fgd5",0,0,0,0
"Nr2c2",249,160,243,615
"Mrps25",13,9,15,30
"Rbsn",61,36,58,139
"Prickle2",79,88,91,297
"Adamts9",17,7,7,58
"A730049H05Rik",0,0,0,0
"Gm15737",1,0,0,3
"9530026P05Rik",46,12,79,81
"Magi1",1467,1056,1620,3604
"Slc25a26",50,32,77,146
"Lrig1",159,77,160,415
"Kbtbd8",8,2,4,8
"Suclg2",232,127,188,563
"Tafa1",697,730,482,909
"Tafa4",5,1,9,12
"Eogt",45,24,39,97
"Tmf1",81,49,77,200
"Uba3",25,22,18,59
"Gm56976",0,3,0,1
"Arl6ip5",59,34,60,136
"Gm32191",0,0,0,0
"Frmd4b",1028,627,850,2147
"Mitf",315,186,188,734
"Gm32592",2,0,1,2
"Mdfic2",0,0,0,0
"Gm44196",2,0,1,0
"Foxp1",2581,1538,2423,6311
"Gm52870",8,6,8,13
"Gm20705",5,4,3,12
"Eif4e3",98,55,82,163
"Gpr27",4,8,5,11
"Gm43067",1,0,0,0
"Rybp",277,158,256,697
"Shq1",64,58,61,156
"Gxylt2",0,0,0,0
"Ppp4r2",128,77,105,341
"Gm43948",2,3,0,1
"Pdzrn3",97,76,96,166
"Gm26911",3,1,1,3
"Gm33934",1,1,1,2
"Cntn3",110,111,148,250
"4930587E11Rik",0,1,0,2
"Chl1",0,0,1,1
"Cntn4",12,13,20,51
"Il5ra",0,0,0,0
"Trnt1",32,19,20,82
"Crbn",30,24,55,141
"Gm34933",1,3,16,15
"Lrrn1",91,37,78,221
"Setmar",5,4,4,19
"Sumf1",48,42,73,214
"Itpr1",1262,743,1141,3517
"Gm44040",3,1,1,12
"0610040F04Rik",4,3,7,12
"Gm17055",0,0,0,0
"4833447P13Rik",7,3,5,5
"Bhlhe40",64,20,66,115
"Arl8b",214,99,115,493
"Gm35417",9,14,5,16
"Edem1",69,76,40,189
"Grm7",0,0,4,3
"Lmcd1",11,2,4,44
"Ssu2",1,0,0,0
"Cav3",0,0,0,1
"Oxtr",2,9,1,10
"Rad18",13,8,10,39
"Srgap3",21,8,35,63
"Thumpd3",21,26,34,62
"Gt(ROSA)26Sor",10,9,14,13
"Setd5",720,433,661,1659
"Lhfpl4",80,57,69,203
"Mtmr14",28,22,20,84
"Gm16161",0,0,0,1
"Cpne9",0,1,2,3
"Brpf1",42,17,30,109
"Gm15492",0,7,7,16
"Ogg1",7,5,3,14
"Camk1",18,10,12,41
"Tada3",35,23,29,101
"Arpc4",23,15,37,65
"Ttll3",57,21,71,151
"Rpusd3",6,3,4,4
"Jagn1",2,10,6,13
"Il17re",31,34,26,62
"Il17rc",23,13,13,49
"Gm57002",1,0,2,1
"Creld1",10,6,7,38
"Prrt3",0,1,8,9
"Emc3",19,18,50,78
"Fancd2",2,1,1,1
"Brk1",33,28,26,83
"Gm44200",0,0,1,1
"Vhl",13,8,3,30
"Irak2",37,24,66,106
"Tatdn2",34,15,30,71
"Gm26982",6,3,1,10
"Ghrl",0,0,1,9
"Gm44053",1,2,1,1
"Sec13",79,40,72,209
"Atp2b2",557,294,447,1258
"Gm44167",11,9,13,33
"Gm15083",4,5,1,4
"Slc6a11",1,0,0,2
"Hrh1",0,0,0,1
"Atg7",127,76,149,371
"Vgll4",81,62,88,183
"Tamm41",11,4,5,20
"Gm17733",1,0,2,4
"Syn2",241,189,259,689
"Timp4",2,3,3,5
"Pparg",59,38,52,143
"Gm36355",1,3,3,4
"Tsen2",28,40,46,86
"Mkrn2os",25,8,37,68
"Mkrn2",47,13,33,105
"Raf1",243,173,233,657
"D830050J10Rik",1,2,2,3
"Tmem40",0,4,1,9
"Cand2",33,21,37,68
"Rpl32",14,4,9,16
"Efcab12",3,8,18,30
"Gm44206",1,0,0,0
"Mbd4",18,10,15,29
"Ift122",129,80,108,322
"Rho",0,2,3,4
"H1f8",0,0,0,2
"Plxnd1",0,0,0,1
"Tmcc1",560,306,483,1259
"Gm56980",1,0,0,5
"Gm20404",4,2,0,3
"9530062K07Rik",11,5,6,25
"Washc2",181,87,129,341
"Zfand4",19,9,27,51
"Gm44957",0,1,0,3
"Marchf8",247,162,197,574
"Alox5",2,0,4,0
"Zfp422",2,5,6,9
"Rassf4",32,22,32,96
"Depp1",10,20,6,18
"Tmem72",7,14,3,6
"Cxcl12",4,0,0,0
"Gm45083",9,7,17,29
"Zfp637",6,4,3,9
"Zfp239",2,11,6,12
"Gm38883",1,0,0,0
"Gm38882",6,8,10,8
"Hnrnpf",212,59,137,486
"Fxyd4",1,0,0,0
"Rasgef1a",27,25,75,60
"Csgalnact2",23,13,21,38
"Ret",146,86,120,357
"Bms1",49,38,45,152
"Zfp248",28,15,21,101
"Zfp9",90,82,82,238
"Ankrd26",63,32,78,151
"Cacna1c",2527,1836,2007,5696
"Dcp1b",158,108,151,414
"Cacna2d4",4,0,7,16
"Lrtm2",1,0,2,5
"Adipor2",35,34,39,69
"Gm56986",0,2,3,3
"Wnt5b",85,62,57,189
"Fbxl14",5,4,4,2
"Erc1",411,222,319,843
"Gm44317",0,0,1,0
"Rad52",14,10,23,47
"Wnk1",603,356,510,1423
"Ninj2",0,0,1,0
"B4galnt3",18,16,27,48
"Ccdc77",35,25,56,112
"Kdm5a",277,168,352,787
"Il17ra",17,22,34,50
"Tmem121b",0,1,1,2
"Hdhd5",82,48,80,185
"Cecr2",10,11,32,36
"Slc25a18",4,0,6,5
"Atp6v1e1",194,95,158,466
"Bcl2l13",39,38,54,143
"Bid",8,7,12,24
"Mical3",1281,515,1195,2985
"Gm43915",10,9,12,26
"Gm4651",8,4,6,12
"Gm30842",5,1,3,5
"Pex26",39,24,51,71
"Tuba8",1,1,1,3
"Gm15856",2,2,2,3
"Usp18",19,15,25,30
"Gm44148",15,21,37,50
"Iqsec3",1,0,19,7
"M6pr",25,13,29,55
"Phc1",28,25,31,78
"Rimklb",3,2,1,7
"Apobec1",43,12,23,74
"Slc2a3",0,0,2,1
"Gm26826",5,4,9,11
"Foxj2",49,31,29,97
"C3ar1",3,0,0,0
"Necap1",51,20,35,111
"Clec4a1",0,0,0,3
"Clec4a2",0,0,0,0
"Clec4n",0,0,0,0
"Clec4d",0,0,0,0
"Pex5",29,14,13,64
"Clstn3",30,22,19,55
"C1rl",2,0,1,2
"C1ra",1,1,1,2
"C1s1",0,1,0,0
"Lpcat3",307,152,294,749
"Emg1",17,11,18,34
"Phb2",31,11,25,67
"Gm15884",5,6,4,6
"Ptpn6",17,11,10,39
"Gm20531",1,1,0,1
"Grcc10",7,3,11,17
"Atn1",54,39,39,97
"Eno2",22,21,29,72
"Lrrc23",14,2,11,16
"Spsb2",9,4,12,18
"Tpi1",34,9,19,41
"Usp5",33,20,29,64
"Cdca3",0,0,0,0
"P3h3",7,8,8,26
"Gpr162",6,1,0,10
"Cd4",0,1,0,0
"Lag3",7,1,7,29
"Ptms",92,45,83,235
"A230083G16Rik",5,4,9,21
"Mlf2",16,11,14,55
"Cops7a",27,11,20,53
"Pianp",0,0,0,0
"Zfp384",43,31,62,115
"4930557K07Rik",4,3,8,7
"Ing4",46,32,56,120
"Acrbp",30,29,31,55
"Chd4",668,379,494,1399
"Nop2",14,6,2,21
"Iffo1",113,83,88,270
"Gapdh",38,14,31,40
"Ncapd2",16,13,15,37
"Mrpl51",0,3,1,9
"Vamp1",28,27,35,107
"Tapbpl",3,3,10,13
