,AL.oldAL1,AL.oldAL2,CR.oldCR1,CR.oldCR2
Gm17103,11,22,24,54
Arhgap31,111,102,60,84
B4galt4,14,19,15,22
Igsf11,10,23,3,10
Lsamp,17,15,12,37
Gap43,6,13,1,1
4932412D23Rik,11,3,4,12
Zbtb20,22611,20306,22641,46847
Gm19522,43,86,105,154
Gm9968,76,81,150,210
Gm15713,7,5,18,12
Gm49735,3,0,2,1
Drd3,3,1,2,2
Qtrt2,120,156,128,311
Ccdc191,719,913,906,1392
Zdhhc23,77,100,74,184
Gramd1c,95,131,110,160
Atp6v1a,443,491,486,873
Naa50,301,291,223,548
Usf3,426,561,407,705
Sidt1,83,117,73,42
Spice1,180,260,176,323
Cfap44,93,50,77,138
Boc,1,1,1,2
Nepro,25,40,16,42
Gtpbp8,103,121,159,220
Ccdc80,2,3,3,1
Slc35a5,74,93,84,133
Atg3,330,455,406,677
Btla,22,17,0,11
Cd200,193,404,313,451
Cd200l1,931,1558,1160,1728
Slc9c1,8,16,4,19
BC016579,4,0,0,1
Tmprss7,3,3,4,3
Tagln3,2,2,2,5
Abhd10,94,84,95,176
Phldb2,3835,4196,4488,8356
Gm15640,15,42,47,57
Gm15638,15,21,24,31
Plcxd2,370,664,416,642
Cd96,14,18,4,4
Ahcyl,4,1,3,5
Nectin3,206,299,192,361
Morc1,3,2,2,7
Trat1,4,13,8,33
Dzip3,429,534,406,830
Cip2a,27,9,12,29
Ift57,632,1014,701,1363
Gm15518,3,7,6,15
Cd47,838,957,988,1781
Gm4633,6,8,7,16
Bbx,3498,3696,3388,7212
4930542D17Rik,3,4,1,1
Dubr,7,27,6,21
Cblb,1351,1426,1204,2481
Alcam,6639,9395,8156,16259
Zpld1,4,3,12,32
Gm56599,2,0,1,14
Nfkbiz,955,532,997,1965
Nxpe3,22,28,24,38
Cep97,108,179,119,204
Rpl24,215,328,342,451
Zbtb11os1,2,1,5,10
Zbtb11,1587,663,1320,3710
Pcnp,387,378,441,836
Trmt10c,29,28,29,50
Senp7,1161,1282,1110,2281
Gm56624,10,7,11,15
Impg2,34,48,22,55
Abi3bp,3,3,1,5
Tfg,554,510,524,1112
Tmem45a,0,0,0,0
Tomm70a,285,378,322,572
Nit2,35,47,25,60
Gm16892,4,7,2,6
Tbc1d23,1021,1019,1082,2192
Tmem30c,7,6,6,19
Cmss1,37856,24588,21733,35436
Gm49579,0,1,2,2
Filip1l,45,53,1251,591
Col8a1,163,10,90,774
4930461C15Rik,3,5,0,5
Dcbld2,140,167,128,267
St3gal6,453,489,517,936
Cpox,63,93,85,112
Cldnd1,60,42,67,114
Riox2,49,105,65,133
Crybg3,524,456,354,938
Arl6,84,82,95,151
4930547E14Rik,4,3,8,9
Epha6,6,3,7,16
Nsun3,69,112,115,200
Arl13b,322,327,337,806
Stx19,1,2,6,8
Pros1,16,20,28,49
Gm18870,1,0,0,0
Epha3,16,9,0,2
4930453N24Rik,95,87,141,179
Zfp654,977,818,996,1732
Cggbp1,105,103,96,133
Gm56611,0,0,2,2
Htr1f,0,3,2,5
Chmp2b,55,51,49,80
Gm36457,1,2,4,4
Cadm2,368,60,93,510
Speer2,10,10,6,20
Gbe1,245,263,291,579
Robo1,507,294,127,521
4930500H12Rik,1,3,0,1
Robo2,24898,25983,17390,54981
Rbm11,28,36,69,68
Hspa13,156,200,173,363
Samsn1,31,27,0,1
Nrip1,581,729,700,1009
Gm49587,1,2,2,2
Usp25,484,483,501,1077
Mir99ahg,103,59,52,256
E330011O21Rik,5,8,5,15
Cxadr,531,507,622,1536
Btg3,2345,1645,2923,6575
D16Ertd472e,48,67,79,155
Tmprss15,4,1,7,4
Ncam2,174,152,146,301
Mir155hg,7,6,0,3
Mrpl39,56,72,46,85
Jam2,33,49,24,21
Atp5j,46,90,67,76
Gabpa,136,160,141,275
App,1583,1739,1818,3106
Gm10791,3,5,5,7
Gm49227,0,2,3,4
Gm49226,4,12,4,12
Cyyr1,43,36,14,34
Adamts1,27,16,3,12
Adamts5,3,11,0,8
Gm32461,10,2,10,7
Gm32624,15,13,11,36
N6amt1,58,70,66,90
Ltn1,449,518,380,723
Rwdd2b,4,8,4,8
Usp16,664,512,549,1425
Cct8,198,231,175,398
B130034C11Rik,21,19,23,23
Map3k7cl,0,2,0,4
Bach1,339,206,271,716
2810407A14Rik,10,6,20,26
Grik1,5,1,3,5
Tiam1,345,677,441,789
Sod1,261,236,338,534
Scaf4,783,810,588,1263
Gm56623,1,2,4,0
Gm49708,3,6,5,8
Hunk,14,17,11,38
Gm36169,0,1,0,0
Mis18a,3,2,7,1
Gm17518,1,4,4,2
Urb1,168,173,165,295
Eva1c,303,335,410,632
Gm36363,4,7,12,7
Cfap298,91,100,115,151
4930534H18Rik,5,11,11,2
Synj1,1103,1024,1158,2266
Gm15965,1,5,7,5
4930404I05Rik,5,7,9,10
Paxbp1,1054,1042,987,2024
4931406G06Rik,10,8,9,11
4932438H23Rik,22,11,29,30
Ifnar2,104,128,104,192
Il10rb,48,67,89,88
Gm49625,5,7,3,8
A930006K02Rik,8,13,18,22
Ifnar1,141,155,132,247
Ifngr2,53,53,46,48
Tmem50b,82,85,82,140
Gm15964,2,0,0,1
Dnajc28,1,18,3,7
Gart,137,222,141,283
Son,4257,3535,3448,6850
Donson,73,52,40,104
Gm10785,56,75,75,117
Cryzl1,396,497,434,808
Itsn1,453,423,352,775
Atp5o,32,60,48,52
D430001F17Rik,3,1,4,3
Mrps6,70,98,67,114
Slc5a3,40,68,26,84
Gm16310,1,17,5,17
Gm41496,5,4,7,9
Smim11,12,27,22,31
Rcan1,199,256,212,411
Gm46555,0,4,2,2
Runx1,192,190,8,17
Setd4,126,118,150,291
Gm49961,26,18,38,54
Cbr1,38,39,44,75
Cbr3,0,7,1,2
Dop1b,938,1092,811,1885
2310043M15Rik,2,0,4,2
Gm30881,3,3,5,7
Morc3,336,344,271,589
Chaf1b,16,11,15,40
Hlcs,772,1025,655,1504
Gm48984,2,3,1,1
Ripply3,29,56,38,61
Pigp,69,116,125,205
Ttc3,3983,4215,3639,8063
Gm31323,18,34,23,61
Vps26c,86,131,130,180
Gm56596,12,11,13,24
Dyrk1a,2499,2331,2096,5970
Gm41505,13,14,20,51
Kcnj6,2800,2961,1888,4764
Gm31641,0,1,0,2
Kcnj15,0,1,0,0
Erg,4,6,0,8
Gm56622,0,0,0,0
Ets2,218,148,193,423
1600002D24Rik,2,6,5,4
Psmg1,40,46,25,68
Brwd1,2012,2108,1540,3464
Gm15342,0,5,2,5
1700093J21Rik,26,44,54,82
Gm49953,5,0,0,3
Hmgn1,440,256,321,719
Get1,38,37,34,53
Lca5l,112,106,108,176
Sh3bgr,41,44,48,80
B3galt5,114,150,167,206
Igsf5,136,272,164,320
Itgb2l,3,2,1,2
Pcp4,22,12,12,10
Dscam,329,577,146,464
Gm49907,0,0,0,0
Gm32509,5,6,3,4
Bace2,160,227,50,170
Mx1,2,4,0,0
Mx2,43,41,41,91
Tmprss2,74,28,20,17
Ripk4,391,248,277,686
Prdm15,208,280,130,314
C2cd2,124,144,117,279
Zbtb21,259,135,187,510
B230307C23Rik,132,188,166,269
A630089N07Rik,300,416,380,654
ENSMUSG00000121378,29,34,38,56
1700024P12Rik,0,0,1,0
Scaf8,2020,1930,1787,3883
Gm49797,550,614,612,1190
Gm34035,0,2,2,3
Tiam2,8,7,12,13
Tfb1m,73,85,73,118
1700102H20Rik,3,5,6,14
4930470H14Rik,0,0,2,0
Arid1b,4312,4168,3449,7407
Gm34854,6,12,8,7
Tmem242,54,76,76,108
Ldhal6b,10,9,5,11
Gm56889,6,4,3,8
Zdhhc14,2572,3570,2632,5323
Snx9,605,724,492,1001
Synj2,382,472,353,607
Serac1,126,135,125,218
Gtf2h5,73,109,105,198
Tulp4,1754,1835,1307,3250
Tmem181a,380,322,430,661
Dynlt1a,80,151,102,171
Dynlt1b,79,151,192,175
ENSMUSG00000121395,365,549,407,607
Dynlt1c,76,145,185,255
Dynlt1f,45,77,72,98
Sytl3,51,62,61,92
Ezr,300,117,201,435
Gm2885,62,81,72,117
4933426B08Rik,1,2,1,3
Rsph3b,330,460,337,589
Gm49719,2,6,5,5
Tagap1,38,37,30,60
Rnaset2b,44,51,66,85
Gm1604b,10,6,29,30
Rps6ka2,1668,2064,1330,2658
Tcp10a,0,1,0,5
Ttll2,0,0,1,1
Fndc1,6,4,12,22
E430024P14Rik,23,35,16,33
Tagap,6,8,0,0
Rsph3a,142,253,191,240
Gm1604a,20,12,33,37
Rnaset2a,33,64,58,82
Cep43,260,331,281,593
Ccr6,11,6,0,0
Mpc1,334,327,286,729
4930506C21Rik,12,18,13,20
Sft2d1,118,185,118,312
Prr18,1,4,4,4
T2,31,46,28,47
Pde10a,3568,18692,4043,10769
1700010I14Rik,42,37,45,68
Qki,946,875,896,2088
1700110C19Rik,11,41,25,38
Pacrg,2596,2896,2886,4870
A230009B12Rik,12,9,13,22
Gm16168,40,75,64,114
Gm16169,2,6,12,7
Prkn,14827,17878,15240,30044
Gm28505,2,4,3,7
Agpat4,379,428,482,884
Map3k4,429,454,315,673
4732491K20Rik,33,45,39,69
Slc22a2,8,10,1,2
Slc22a1,5,1,2,4
Igf2r,661,871,767,1257
Airn,4690,7553,5720,8964
Gm49959,42,130,68,101
Gm49958,6,28,10,17
Mas1,28,24,32,57
Pnldc1,11,19,7,27
Mrpl18,7,12,4,10
Tcp1,171,237,157,293
Acat3,3,5,4,2
Acat2,29,19,25,50
Wtap,211,272,191,320
Sod2,410,446,418,875
Gpr31b,0,0,0,0
Tcp10b,1,4,2,11
2700054A10Rik,539,660,632,1133
Gm16050,6,6,4,10
Smok4a,5,5,1,4
Gm16046,32,38,37,36
Tcte2,322,435,351,528
Afdn,1482,1760,1259,2702
Dact2,88,189,126,189
Gm34510,3,5,6,7
Gm34567,1,1,7,6
Smoc2,3,1,7,1
Thbs2,2,1,0,0
Wdr27,67,66,87,151
1600012H06Rik,14,40,27,49
Phf10,149,179,138,306
Dynlt2a3,4,3,8,24
9030025P20Rik,54,64,44,75
Dynlt2a2,29,67,56,121
Gm3435,6,10,19,27
Ermard,202,234,209,436
Dll1,25,29,25,43
Fam120b,368,751,517,857
Gm49668,3,7,1,12
Psmb1,157,252,209,371
Tbp,156,142,139,337
Pdcd2,13,22,25,37
Prdm9,33,60,39,67
Gm56911,4,5,3,2
Chd1,1089,901,857,2238
Rgmb,40,55,37,77
BC002059,209,239,182,377
Gm51425,40,96,85,120
Zfp960,14,15,22,14
Zfp97,17,19,33,25
Gm5165,90,89,81,97
Gm6712,121,136,147,206
Gm53028,31,24,30,61
Riok2,139,162,159,269
Lix1,9,17,12,21
Lnpep,1075,1332,1294,2305
Spaca6,290,422,334,532
Has1,1,2,1,6
Fpr3,0,2,8,3
Vmn2r97,0,1,0,1
Gm49761,4,5,4,15
Ppp2r1a,263,198,186,433
Zfp160,120,277,207,343
Zfp677,36,29,20,41
Gm49691,1,1,2,4
Zfp54,13,19,22,19
Zfp51,36,50,45,85
Gm56906,40,59,62,47
Zfp53,112,160,103,147
9330136K24Rik,10,22,10,12
Zfp52,64,119,96,131
Zfp948,172,177,196,432
Gm41541,42,96,56,113
Zfp983,91,143,122,225
Gm10509,75,110,75,201
Zfp760,45,69,48,67
Zfp229,50,46,50,68
Zfp820,30,55,44,49
Zfp995,86,111,119,187
Zfp942,267,325,311,522
Zfp943,308,405,334,677
Zfp947,19,28,25,43
Zfp994,96,119,108,164
Gm7072,160,183,209,308
Zfp944,145,146,172,299
Zfp758,86,106,101,151
Zfp946,70,133,119,173
Gm56890,11,18,18,20
Gm5493,2,7,3,2
Zfp945,232,265,284,624
Zfp40,140,155,174,319
Vmn2r114,2,0,1,2
6330415G19Rik,2,4,7,0
Zfp213,14,20,12,17
Zfp13,46,34,43,72
Mmp25,0,0,0,3
Bicdl2,9,9,9,16
Thoc6,28,27,30,85
Hcfc1r1,28,33,34,44
Tnfrsf12a,18,22,23,66
Cldn6,8,15,24,13
Grep1,3,2,0,6
Pkmyt1,17,16,11,29
Paqr4,2,1,0,1
Kremen2,0,0,0,1
9530082P21Rik,8,21,5,9
Flywch1,109,203,153,203
Gm49163,2,3,1,1
Gm16275,1,6,5,7
Flywch2,9,9,5,14
Srrm2,8578,7407,5997,12253
Elob,23,63,47,80
Prss41,21,11,15,26
Prss32,3,0,1,8
Prss27,4,0,1,3
Kctd5,56,67,50,116
Pdpk1,944,1016,870,1721
Gm50071,11,7,15,11
Gm50070,0,0,1,1
Amdhd2,29,26,29,40
Atp6v0c,161,131,205,340
Tbc1d24,95,114,83,181
Ntn3,3,11,11,11
BC028777,3,5,2,1
Tedc2,11,7,13,19
Ccnf,4,6,8,13
Abca17,6,4,3,7
Abca3,454,536,502,976
D330041H03Rik,45,63,51,87
Rnps1,206,246,226,474
Eci1,39,52,53,57
Dnase1l2,14,18,6,12
E4f1,160,141,93,234
Pgp,38,60,47,56
Mlst8,33,26,11,36
Caskin1,40,32,31,54
Traf7,124,147,79,217
Rab26,16,20,21,38
Rab26os,0,9,1,1
Pkd1,1095,1192,915,2110
Tsc2,168,166,105,224
Nthl1,10,14,5,6
Nherf2,11,14,6,4
Zfp598,142,165,94,270
Syngr3,10,4,7,6
Gfer,13,15,26,35
Noxo1,27,43,31,61
Tbl3,86,84,83,183
Rps2,200,294,278,319
Snhg9,40,62,42,68
Ndufb10,21,46,13,36
Rpl3l,0,3,0,3
Msrb1,0,14,6,0
Hs3st6,9,14,15,4
Gm50022,3,0,0,2
Meiob,4,2,6,8
Hagh,92,145,93,187
Fahd1,1,14,8,7
Igfals,44,50,39,93
Nubp2,11,13,11,32
Spsb3,41,40,26,67
Eme2,56,55,58,88
Mapk8ip3,1034,1298,743,1636
Mrps34,14,16,13,6
Nme3,1,3,4,5
Jpt2,119,187,115,178
Cramp1,521,466,373,878
Ift140,319,248,252,496
Tmem204,7,17,5,14
Telo2,27,28,26,51
Clcn7,77,91,81,126
Uqcc4,44,43,29,77
Unkl,81,73,55,135
Gnptg,178,152,150,266
Tsr3,44,41,33,54
Baiap3,1134,1224,1199,1913
Ube2i,484,609,647,1186
Cacna1h,12,31,15,13
Tekt4,4,8,9,11
Lmf1,236,253,167,354
Chtf18,2,3,8,16
Rpusd1,20,20,23,22
Mslnl,5,0,3,7
Msln,0,0,0,4
Ciao3,76,97,55,124
Haghl,62,88,50,108
Ccdc78,2,4,8,10
Antkmt,50,72,73,152
Metrn,6,2,3,10
Fbxl16,419,534,290,625
Wdr24,22,36,20,36
Jmjd8,41,44,38,67
Stub1,128,225,137,271
Gm56915,19,14,13,35
Rhbdl1,19,28,7,33
Rhot2,108,118,87,224
Wdr90,213,257,221,492
Mcrip2,4,12,5,10
Mettl26,77,114,115,151
Wfikkn1,12,8,11,30
Rab40c,513,521,494,932
Gm16278,16,21,24,37
Pigq,80,140,94,187
D630044L22Rik,3,2,0,3
Capn15,288,397,293,567
1700022N22Rik,0,6,1,5
Rab11fip3,722,638,614,1228
Decr2,105,117,79,159
Nme4,13,14,18,20
Pgap6,57,89,49,118
Mrpl28,23,36,20,73
Axin1,402,470,397,679
Pdia2,1,0,1,0
Arhgdig,5,8,8,8
Rgs11,195,288,191,248
Fam234a,428,636,466,735
Luc7l,1141,1110,825,1892
Gm50013,28,46,47,52
Neurl1b,25,33,17,50
Gm50269,1,0,0,0
Gm34455,56,158,53,154
Dusp1,557,509,546,996
Gm56886,3,0,3,1
Ergic1,456,586,388,834
Gm17218,1,3,1,3
Atp6v0e,205,236,232,509
Crebrf,946,800,1339,2136
Bnip1,81,124,125,179
Gm20468,6,8,6,4
Gm17382,16,36,37,34
Gm41555,5,6,10,11
Kifc5b,12,17,11,23
Phf1,193,183,202,347
Cuta,27,40,25,40
Syngap1,282,333,196,347
Gm56897,1,4,3,7
Zbtb9,45,67,66,108
Ggnbp1,110,133,71,157
Bak1,24,22,23,32
Gm50295,1,1,2,0
Itpr3,357,409,252,478
Itpr3os,1,1,1,2
Uqcc2,55,68,36,78
Ip6k3,0,1,0,2
Lemd2,99,106,98,186
Gm26724,3,27,15,29
9630028I04Rik,2,7,2,7
Grm4,0,1,1,0
Gm49774,8,6,3,5
Hmga1,13,12,7,19
Smim29,27,25,23,57
Nudt3,268,335,203,457
Gm49741,2,6,4,7
Rps10,96,218,182,149
Gm15420,1,1,0,4
Pacsin1,463,540,338,618
Spdef,6,2,1,18
Gm15458,4,8,11,37
Ilrun,925,846,668,1665
Snrpc,247,133,166,436
Uhrf1bp1,199,154,149,317
Taf11,196,155,188,383
Gm49801,21,17,29,27
Anks1,1516,1851,1158,2722
Gm15597,3,0,0,1
Gm49802,5,8,2,5
Tcp11,405,156,329,572
Scube3,3,8,1,5
C230013L11Rik,15,30,26,35
Zfp523,199,242,216,471
Def6,22,23,6,30
Ppard,965,1026,720,1942
Fance,120,142,130,209
Gm49886,2,6,0,4
Rpl10a,113,219,126,233
Tead3,4,3,1,4
Fkbp5,1707,1836,2092,5299
Gm49838,17,14,18,66
Gm22146,10,23,18,24
E230001N04Rik,9,36,19,42
Armc12,1,0,2,1
Clps,23,5,30,25
Lhfpl5,5,13,13,6
Srpk1,343,439,229,608
Slc26a8,135,157,162,298
Mapk14,894,759,640,1563
Gng5c,15,21,12,50
Mapk13,7,10,5,9
Gm49864,11,5,4,0
Brpf3,253,251,225,485
Bnip5,75,46,40,23
Gm16191,11,5,9,23
Pxt1,9,12,20,20
1700063J08Rik,14,6,11,17
Kctd20,781,531,762,2530
Stk38,640,778,567,1219
Gm16196,30,39,26,37
Srsf3,1047,826,841,2247
Gm41556,8,13,17,31
Trp53cor1,128,221,315,289
Cdkn1a,189,109,377,619
Cpne5,4,4,0,13
Ppil1,17,39,15,27
BC004004,188,247,206,288
Pi16,7,9,5,16
Gm46603,12,4,4,20
Mtch1,260,337,232,451
Fgd2,86,111,101,124
Gm36486,1,3,1,2
Gm36199,3,4,3,4
Gm26885,9,1,2,9
Gm56894,2,2,2,2
Pim1,69,52,64,72
Tmem217,0,1,1,2
Tbc1d22b,392,538,326,718
Tbc1d22bos,17,19,8,35
Rnf8,529,585,435,954
Cmtr1,481,464,376,827
Ccdc167,80,123,112,150
Mdga1,3,4,1,4
Gm50019,2,8,4,11
Zfand3,2835,3249,2413,5335
Btbd9,4082,4769,3760,8469
Gm50250,11,19,24,28
Gm50240,82,74,63,137
Glo1,70,112,97,153
Dnah8,12,12,11,2
Glp1r,168,232,24,139
Gm10503,7,4,1,2
Abcg1,430,437,291,693
Gm50218,34,27,28,43
Rsph1,32,41,31,81
Slc37a1,547,508,538,975
Pde9a,12,45,22,19
Wdr4,107,131,108,233
Gm50103,9,5,7,11
Ndufv3,77,94,61,91
Gm50105,1,2,1,0
Gm50455,12,19,7,16
Pknox1,125,162,139,258
Gm50107,3,10,8,5
Cbs,89,189,86,159
U2af1,521,325,476,1033
Sik1,557,488,442,1159
Hsf2bp,2,3,1,15
Rrp1b,199,171,174,421
Pdxk-ps,7,6,9,8
Gm17276,61,91,64,60
Notch3,6,6,2,11
Ephx3,3,3,1,2
Brd4,1688,1607,1506,3631
Gm26549,54,65,71,108
Akap8,458,442,342,713
Akap8l,1928,2220,1671,3256
Wiz,294,292,229,470
Rasal3,7,39,12,14
A530088E08Rik,15,48,17,27
Cyp4f39,13,26,24,31
Cyp4f17,206,268,235,386
Cyp4f16,79,93,66,147
Gm50046,1,7,6,6
Zfp871,387,520,433,880
Zfp811,30,32,28,82
Gm26693,1,4,2,0
Zfp799,101,138,203,230
Gm50050,2,0,2,0
Zfp870,2,10,5,10
Cyp4f13,256,328,366,599
Cyp4f41-ps,18,32,14,20
Zfp472,38,33,31,45
Zfp952,71,146,80,116
Zfp763,61,81,51,67
Zfp563,67,131,62,106
Morc2b,5,2,1,3
Zfp955a,48,70,50,77
Zfp955b,56,121,93,148
Zfp81,57,102,80,127
Zfp101,88,68,125,134
Adamts10,27,25,19,52
Myo1f,13,19,2,5
Zfp414,21,35,40,58
Pram1,38,19,37,70
Hnrnpm,1286,1091,1138,2649
Marchf2,116,218,184,252
Rab11b,513,434,612,1274
Gm17251,10,16,20,24
Angptl4,0,0,6,1
Kank3,1,2,4,9
Rps28,51,105,89,115
Ndufa7,100,136,106,197
Cd320,11,20,15,21
Kifc1,1,1,3,2
BC051226,9,19,8,6
Daxx,58,71,64,124
Tapbp,198,172,182,326
Zbtb22,25,8,12,17
Gm19412,25,15,16,39
Rgl2,125,111,93,192
Pfdn6,11,17,13,1
Wdr46,13,19,20,40
B3galt4,2,1,1,6
Rps18,113,243,228,246
Vps52,77,80,81,136
H2-K2,115,85,66,54
AA388235,3,3,4,5
H2-K1,582,612,250,400
Ring1,107,119,93,201
Hsd17b8,77,110,62,145
Slc39a7,363,432,343,774
Rxrb,99,87,79,165
Col11a2,56,49,19,71
H2-Oa,3,0,0,1
Gm50333,3,0,7,6
Brd2,723,433,494,997
H2-DMa,55,75,62,114
Gm50336,1,0,1,0
Gm50335,0,1,0,2
H2-DMb2,6,7,0,0
H2-DMb1,10,7,2,2
Psmb9,30,20,16,25
Tap1,45,48,45,62
Psmb8,10,27,13,14
Tap2,114,83,125,153
Gm15821,2,1,1,2
H2-Ob,15,8,0,0
H2-Ab1,50,67,13,8
H2-Aa,81,81,12,2
Gm20513,6,14,0,2
H2-Eb1,93,72,14,9
H2-Eb2,7,3,0,0
Btnl2,4,0,0,0
ENSMUSG00000121508,0,1,3,3
Tsbp1,1209,1091,1087,2338
Notch4,7,6,3,3
Gpsm3,1,4,0,3
Pbx2,91,93,54,94
Ager,17,18,6,24
Rnf5,9,25,25,18
Agpat1,63,68,44,79
Egfl8,10,19,8,25
Ppt2,58,110,70,127
2610029K11Rik,3,5,2,4
Prrt1,233,192,147,320
Fkbpl,7,7,8,12
Atf6b,59,88,34,112
Tnxb,6,1,6,22
C4b,2,0,0,0
C4a,17,18,9,14
Stk19,267,312,294,511
Dxo,24,22,13,28
Skic2,169,221,156,266
Nelfe,79,69,82,148
Cfb,0,2,2,4
C2,8,12,21,27
Zbtb12,8,15,14,15
Gm56901,0,7,7,1
Ehmt2,351,431,287,590
Slc44a4,3,1,3,5
Neu1,112,104,114,210
1110038B12Rik,7,6,12,17
Hspa1b,14,188,3,2
Hspa1a,48,415,33,15
Hspa1l,3,1,2,1
Gm10501,30,54,39,72
Lsm2,7,19,14,24
D17H6S56E-5,10,8,10,11
Vars,105,159,92,178
Vwa7,0,5,0,1
Sapcd1,9,5,7,5
Msh5,106,116,115,209
Gm56899,3,7,5,6
Clic1,74,105,78,109
Ddah2,2,7,1,0
Abhd16a,228,219,186,442
Ly6g5b,0,1,2,9
Csnk2b,25,35,18,64
Gpank1,16,12,12,15
Gm20522,2,3,5,7
D17H6S53E,1,6,3,3
Bag6,161,157,132,283
Prrc2a,436,399,273,546
Gm17705,0,4,2,1
Aif1,0,2,0,0
Lst1,0,4,3,2
Ltb,14,14,0,3
Tnf,0,0,0,0
Lta,0,0,1,0
Nfkbil1,99,105,92,201
Atp6v1g2,19,21,17,25
Ddx39b,723,899,642,1518
H2-D1,242,233,83,181
H2-Q2,290,300,126,57
Gm11131,2,4,5,11
H2-Q4,224,536,194,50
H2-Q5,4,7,1,6
H2-Q6,26,30,1,6
H2-Q7,40,45,1,1
Pou5f1,20,23,14,42
Tcf19,1,3,1,1
Cchcr1,41,39,31,49
Sfta2,10,5,8,8
Gm20483,3,5,3,6
Vars2,94,121,67,156
Gtf2h4,18,32,22,36
Ddr1,411,450,383,609
Gm4577,0,0,1,2
4833427F10Rik,2,2,1,10
Ier3,9,17,8,18
Flot1,61,86,69,113
Tubb5,25,81,22,36
Mdc1,165,182,122,237
Ppp1r18os,1,2,1,1
Nrm,1,2,0,0
Ppp1r18,1,0,0,5
Dhx16,106,143,93,167
2310061I04Rik,21,41,29,61
Gm16279,39,65,45,100
Atat1,247,428,286,490
Mrps18b,32,51,39,81
Ppp1r10,773,812,652,1723
Abcf1,468,410,383,891
Gm32655,4,12,12,9
Prr3,202,177,205,438
Gnl1,193,82,134,347
Gm20508,12,6,8,19
A930015D03Rik,334,652,429,727
H2-T24,4,7,3,5
H2-T23,23,25,64,59
H2-T22,38,46,61,60
Gm6034,10,3,6,16
H2-T10,14,9,6,13
Gm19684,6,8,2,8
Gm8909,4,3,3,5
Gm20478,2,2,5,4
Rpp21,42,41,47,112
Trim39,368,437,316,765
Trim26,281,292,268,544
Rnf39,39,28,35,62
Ppp1r11,61,59,68,106
Polr1h,43,25,31,75
Polr1has,4,21,19,23
Zfp57,1,0,1,0
Gabbr1,418,368,257,545
Gm20429,1,1,0,0
H2-M3,33,23,34,35
H2-M2,1,2,2,2
Or5v1b,1,0,0,1
9130008F23Rik,2,2,3,4
Cenpq,56,44,80,96
Mmut,125,152,106,246
Ptchd4,1,19,0,6
Adgrf4,4,0,1,6
Adgrf2,8,9,12,18
Cd2ap,1637,1771,1489,3134
Tnfrsf21,16,36,31,19
Adgrf5,38,75,12,42
Pla2g7,1,2,0,0
Tdrd6,4,5,1,16
Slc25a27,430,553,518,1059
Cyp39a1,77,95,107,266
Gm56919,4,6,7,14
Rcan2,3770,4219,3428,7892
Enpp5,81,94,104,188
Enpp4,21,65,53,44
Gm34917,26,54,34,56
Clic5,90,85,94,155
Runx2,103,142,95,183
Supt3,1146,1287,1316,2373
Cdc5l,340,350,371,563
B230354K17Rik,67,96,86,115
Spats1,22,28,41,44
Aars2,17,31,7,42
Tmem151b,7,0,3,1
Nfkbie,29,16,9,33
Slc35b2,19,29,29,52
Hsp90ab1,854,1810,703,869
Gm56882,4,1,1,1
Slc29a1,207,311,197,424
Gm17080,3,3,4,5
Capn11,11,5,17,25
Tmem63b,309,351,254,524
Gm16172,3,2,2,5
Mrpl14,23,55,23,52
F630040K05Rik,0,1,4,4
Gm41584,4,10,2,7
Gm49805,4,2,0,3
Vegfa,1168,1316,813,1812
Mrps18a,62,89,78,142
Rsph9,54,69,71,118
Mad2l1bp,1,4,6,4
Gtpbp2,170,254,225,420
Polh,71,115,81,137
Xpo5,271,303,237,476
Polr1c,54,67,73,136
Yipf3,109,108,139,145
Lrrc73,40,34,26,75
Tjap1,160,188,141,299
Abcc10,85,113,60,145
Zfp318,313,389,294,395
Ttbk1,231,55,49,335
Dnph1,2,1,2,4
Cul9,576,669,490,996
Srf,120,48,185,306
Ptk7,98,147,108,186
Klc4,71,70,65,111
Mrpl2,42,61,45,62
Cul7,137,170,84,159
Rrp36,56,94,42,99
Klhdc3,95,109,74,165
Mea1,10,26,6,30
Ppp2r5d,44,49,22,62
Pex6,95,126,73,128
Gnmt,9,7,11,27
Cnpy3,66,116,72,119
Ptcra,6,2,4,12
2310039H08Rik,13,30,8,15
Rpl7l1,98,155,100,201
Bicral,698,827,596,1066
Tbcc,16,12,16,2
Prph2,1,0,0,5
Ubr2,2137,2276,1749,4145
Trerf1,3047,3653,3042,5491
Mrps10,95,202,101,255
Guca1b,10,14,3,19
Guca1a,1,3,0,2
1700001C19Rik,20,32,42,49
AI661453,137,147,117,240
Taf8,82,100,104,180
Ccnd3,1545,1268,1911,4014
Bysl,41,52,36,86
Med20,212,189,164,399
Usp49,212,214,213,527
Tomm6,30,11,41,56
Tomm6os,7,1,4,13
Prickle4,2,1,2,6
Frs3,11,12,9,15
Tfeb,124,111,69,124
Mdfi,0,0,0,1
Foxp4,725,884,634,1142
Treml2,9,2,0,1
Nfya,64,117,111,160
Oard1,59,66,67,91
Gm49893,16,19,30,57
Apobec2,9,4,2,12
Unc5cl,16,33,9,8
Gm49896,7,21,3,10
Gm45330,161,331,295,488
Lrfn2,36,36,9,80
Mocs1,31,40,41,55
Daam2,2,0,0,2
Kif6,10,2,11,23
Rftn1,82,63,12,43
Dazl,3,2,0,6
